"id","area","edad","mujer","varon","total"
"13863","220840504","100 a 104","1","0","1"
"13864","220840601","00 a 04","21","36","57"
"13865","220840601","05 a 09","25","25","50"
"13866","220840601","10 a 14","42","42","84"
"13867","220840601","15 a 19","40","44","84"
"13868","220840601","20 a 24","32","43","75"
"13869","220840601","25 a 29","32","24","56"
"13870","220840601","30 a 34","37","31","68"
"13871","220840601","35 a 39","32","16","48"
"13872","220840601","40 a 44","25","31","56"
"13873","220840601","45 a 49","27","22","49"
"13874","220840601","50 a 54","18","18","36"
"13875","220840601","55 a 59","12","22","34"
"13876","220840601","60 a 64","14","12","26"
"13877","220840601","65 a 69","9","8","17"
"13878","220840601","70 a 74","6","11","17"
"13879","220840601","75 a 79","10","9","19"
"13880","220840601","80 a 84","5","2","7"
"13881","220840601","85 a 89","1","2","3"
"13882","220840601","90 a 94","0","1","1"
"13883","220840601","100 a 104","1","0","1"
"13884","220840602","00 a 04","6","11","17"
"13885","220840602","05 a 09","5","10","15"
"13886","220840602","10 a 14","10","6","16"
"13887","220840602","15 a 19","6","12","18"
"13888","220840602","20 a 24","13","4","17"
"13889","220840602","25 a 29","6","6","12"
"13890","220840602","30 a 34","6","10","16"
"13891","220840602","35 a 39","6","7","13"
"13892","220840602","40 a 44","7","4","11"
"13893","220840602","45 a 49","1","11","12"
"13894","220840602","50 a 54","4","7","11"
"13895","220840602","55 a 59","10","3","13"
"13896","220840602","60 a 64","1","8","9"
"13897","220840602","65 a 69","1","0","1"
"13898","220840602","70 a 74","1","2","3"
"13899","220840602","75 a 79","1","2","3"
"13900","220840602","80 a 84","1","0","1"
"13901","220840602","85 a 89","1","1","2"
"13902","220840603","00 a 04","3","2","5"
"13903","220840603","05 a 09","0","1","1"
"13904","220840603","10 a 14","0","3","3"
"13905","220840603","15 a 19","4","4","8"
"13906","220840603","20 a 24","0","4","4"
"13907","220840603","25 a 29","4","5","9"
"13908","220840603","30 a 34","2","2","4"
"13909","220840603","35 a 39","4","2","6"
"13910","220840603","40 a 44","2","6","8"
"13911","220840603","45 a 49","2","2","4"
"13912","220840603","50 a 54","2","3","5"
"13913","220840603","55 a 59","1","2","3"
"13914","220840603","60 a 64","2","6","8"
"13915","220840603","65 a 69","4","5","9"
"13916","220840603","70 a 74","0","2","2"
"13917","220840603","75 a 79","0","3","3"
"13918","220840603","80 a 84","2","0","2"
"13919","220840603","85 a 89","0","2","2"
"13920","220840603","100 a 104","1","0","1"
"13921","220840604","00 a 04","15","13","28"
"13922","220840604","05 a 09","15","22","37"
"13923","220840604","10 a 14","15","18","33"
"13924","220840604","15 a 19","13","16","29"
"13925","220840604","20 a 24","9","14","23"
"13926","220840604","25 a 29","19","17","36"
"13927","220840604","30 a 34","17","11","28"
"13928","220840604","35 a 39","9","14","23"
"13929","220840604","40 a 44","8","14","22"
"13930","220840604","45 a 49","8","14","22"
"13931","220840604","50 a 54","4","10","14"
"13932","220840604","55 a 59","5","13","18"
"13933","220840604","60 a 64","8","11","19"
"13934","220840604","65 a 69","5","6","11"
"13935","220840604","70 a 74","2","8","10"
"13936","220840604","75 a 79","5","2","7"
"13937","220840604","80 a 84","1","3","4"
"13938","220840604","85 a 89","1","2","3"
"13939","220840604","90 a 94","2","0","2"
"13940","220840605","00 a 04","29","40","69"
"13941","220840605","05 a 09","33","45","78"
"13942","220840605","10 a 14","28","46","74"
"13943","220840605","15 a 19","26","36","62"
"13944","220840605","20 a 24","46","49","95"
"13945","220840605","25 a 29","44","47","91"
"13946","220840605","30 a 34","35","32","67"
"13947","220840605","35 a 39","29","38","67"
"13948","220840605","40 a 44","31","36","67"
"13949","220840605","45 a 49","20","24","44"
"13950","220840605","50 a 54","19","22","41"
"13951","220840605","55 a 59","21","22","43"
"13952","220840605","60 a 64","20","15","35"
"13953","220840605","65 a 69","5","9","14"
"13954","220840605","70 a 74","4","9","13"
"13955","220840605","75 a 79","6","6","12"
"13956","220840605","80 a 84","3","1","4"
"13957","220840605","85 a 89","4","1","5"
"13958","220840605","90 a 94","1","0","1"
"13959","220840605","95 a 99","1","0","1"
"13960","220840606","00 a 04","0","2","2"
"13961","220840606","10 a 14","1","1","2"
"13962","220840606","20 a 24","1","0","1"
"13963","220840606","25 a 29","0","1","1"
"13964","220840606","30 a 34","0","1","1"
"13965","220840606","40 a 44","1","0","1"
"13966","220840606","45 a 49","1","0","1"
"13967","220840606","50 a 54","0","1","1"
"13968","220840606","65 a 69","2","1","3"
"13969","220840607","25 a 29","0","2","2"
"13970","220840607","55 a 59","0","1","1"
"13971","220840607","60 a 64","0","1","1"
"13972","220840607","70 a 74","1","0","1"
"13973","220840607","75 a 79","0","1","1"
"13974","220840607","80 a 84","1","0","1"
"13975","220840608","00 a 04","25","13","38"
"13976","220840608","05 a 09","24","25","49"
"13977","220840608","10 a 14","26","25","51"
"13978","220840608","15 a 19","38","28","66"
"13979","220840608","20 a 24","39","35","74"
"13980","220840608","25 a 29","29","30","59"
"13981","220840608","30 a 34","26","21","47"
"13982","220840608","35 a 39","28","13","41"
"13983","220840608","40 a 44","29","24","53"
"13984","220840608","45 a 49","12","24","36"
"13985","220840608","50 a 54","25","15","40"
"13986","220840608","55 a 59","17","16","33"
"13987","220840608","60 a 64","22","16","38"
"13988","220840608","65 a 69","15","9","24"
"13989","220840608","70 a 74","8","9","17"
"13990","220840608","75 a 79","7","4","11"
"13991","220840608","80 a 84","6","4","10"
"13992","220840608","90 a 94","1","0","1"
"13993","220840701","00 a 04","6","2","8"
"13994","220840701","05 a 09","3","6","9"
"13995","220840701","10 a 14","6","3","9"
"13996","220840701","15 a 19","5","4","9"
"13997","220840701","20 a 24","4","5","9"
"13998","220840701","25 a 29","7","5","12"
"13999","220840701","30 a 34","3","7","10"
"14000","220840701","35 a 39","0","3","3"
"14001","220840701","40 a 44","4","8","12"
"14002","220840701","45 a 49","3","5","8"
"14003","220840701","50 a 54","5","2","7"
"14004","220840701","55 a 59","5","7","12"
"14005","220840701","60 a 64","3","7","10"
"14006","220840701","65 a 69","3","6","9"
"14007","220840701","70 a 74","3","1","4"
"14008","220840701","75 a 79","1","2","3"
"14009","220840701","80 a 84","2","2","4"
"14010","220840701","85 a 89","0","1","1"
"14011","220840702","00 a 04","0","2","2"
"14012","220840702","05 a 09","3","1","4"
"14013","220840702","10 a 14","2","1","3"
"14014","220840702","15 a 19","1","1","2"
"14015","220840702","20 a 24","3","0","3"
"14016","220840702","25 a 29","4","1","5"
"14017","220840702","30 a 34","1","1","2"
"14018","220840702","35 a 39","2","1","3"
"14019","220840702","40 a 44","1","4","5"
"14020","220840702","50 a 54","0","2","2"
"14021","220840702","60 a 64","1","0","1"
"14022","220840702","65 a 69","1","1","2"
"14023","220840702","70 a 74","0","1","1"
"14024","220840702","75 a 79","1","1","2"
"14025","220840703","05 a 09","1","0","1"
"14026","220840703","10 a 14","0","1","1"
"14027","220840703","15 a 19","1","0","1"
"14028","220840703","20 a 24","0","3","3"
"14029","220840703","25 a 29","1","0","1"
"14030","220840703","30 a 34","0","2","2"
"14031","220840703","40 a 44","0","2","2"
"14032","220840703","45 a 49","0","1","1"
"14033","220840703","50 a 54","1","4","5"
"14034","220840703","55 a 59","0","1","1"
"14035","220840703","60 a 64","0","2","2"
"14036","220840703","65 a 69","0","1","1"
"14037","220840703","70 a 74","0","1","1"
"14038","220840704","00 a 04","0","1","1"
"14039","220840704","05 a 09","3","1","4"
"14040","220840704","10 a 14","1","0","1"
"14041","220840704","15 a 19","1","0","1"
"14042","220840704","20 a 24","2","0","2"
"14043","220840704","25 a 29","2","1","3"
"14044","220840704","30 a 34","1","1","2"
"14045","220840704","35 a 39","1","3","4"
"14046","220840704","40 a 44","1","0","1"
"14047","220840704","45 a 49","0","1","1"
"14048","220840704","55 a 59","1","0","1"
"14049","220840704","60 a 64","1","0","1"
"14050","220840704","70 a 74","0","1","1"
"14051","220840705","00 a 04","1","1","2"
"14052","220840705","05 a 09","0","3","3"
"14053","220840705","10 a 14","2","0","2"
"14054","220840705","15 a 19","2","0","2"
"14055","220840705","20 a 24","1","0","1"
"14056","220840705","30 a 34","2","0","2"
"14057","220840705","35 a 39","1","2","3"
"14058","220840705","40 a 44","1","1","2"
"14059","220840705","45 a 49","0","1","1"
"14060","220840705","50 a 54","0","2","2"
"14061","220840705","65 a 69","1","1","2"
"14062","220840705","70 a 74","0","1","1"
"14063","220840706","00 a 04","3","7","10"
"14064","220840706","05 a 09","5","6","11"
"14065","220840706","10 a 14","6","2","8"
"14066","220840706","15 a 19","2","3","5"
"14067","220840706","20 a 24","9","6","15"
"14068","220840706","25 a 29","4","5","9"
"14069","220840706","30 a 34","6","2","8"
"14070","220840706","35 a 39","3","4","7"
"14071","220840706","40 a 44","1","5","6"
"14072","220840706","45 a 49","3","3","6"
"14073","220840706","50 a 54","2","4","6"
"14074","220840706","55 a 59","3","1","4"
"14075","220840706","60 a 64","3","3","6"
"14076","220840706","65 a 69","6","3","9"
"14077","220840706","70 a 74","0","3","3"
"14078","220840706","75 a 79","2","2","4"
"14079","220840706","80 a 84","3","1","4"
"14080","220840706","85 a 89","0","1","1"
"14081","220840706","90 a 94","0","2","2"
"14082","220840707","00 a 04","2","1","3"
"14083","220840707","05 a 09","2","2","4"
"14084","220840707","10 a 14","1","0","1"
"14085","220840707","15 a 19","1","3","4"
"14086","220840707","20 a 24","3","0","3"
"14087","220840707","25 a 29","2","2","4"
"14088","220840707","30 a 34","2","0","2"
"14089","220840707","35 a 39","1","3","4"
"14090","220840707","40 a 44","3","0","3"
"14091","220840707","45 a 49","1","2","3"
"14092","220840707","50 a 54","2","2","4"
"14093","220840707","55 a 59","1","3","4"
"14094","220840707","60 a 64","0","2","2"
"14095","220840707","65 a 69","2","1","3"
"14096","220840707","70 a 74","2","1","3"
"14097","220840707","75 a 79","0","1","1"
"14098","220840708","00 a 04","8","11","19"
"14099","220840708","05 a 09","7","12","19"
"14100","220840708","10 a 14","6","5","11"
"14101","220840708","15 a 19","9","14","23"
"14102","220840708","20 a 24","9","5","14"
"14103","220840708","25 a 29","8","5","13"
"14104","220840708","30 a 34","13","16","29"
"14105","220840708","35 a 39","16","14","30"
"14106","220840708","40 a 44","6","10","16"
"14107","220840708","45 a 49","8","3","11"
"14108","220840708","50 a 54","2","4","6"
"14109","220840708","55 a 59","6","4","10"
"14110","220840708","60 a 64","1","1","2"
"14111","220840708","65 a 69","0","5","5"
"14112","220840708","70 a 74","0","1","1"
"14113","220840708","75 a 79","0","2","2"
"14114","220840708","80 a 84","1","0","1"
"14115","220840708","85 a 89","1","0","1"
"14116","220840708","95 a 99","1","0","1"
"14117","220840709","00 a 04","25","30","55"
"14118","220840709","05 a 09","29","34","63"
"14119","220840709","10 a 14","35","32","67"
"14120","220840709","15 a 19","21","22","43"
"14121","220840709","20 a 24","21","9","30"
"14122","220840709","25 a 29","32","26","58"
"14123","220840709","30 a 34","42","29","71"
"14124","220840709","35 a 39","36","26","62"
"14125","220840709","40 a 44","14","17","31"
"14126","220840709","45 a 49","12","8","20"
"14127","220840709","50 a 54","11","8","19"
"14128","220840709","55 a 59","4","11","15"
"14129","220840709","60 a 64","3","6","9"
"14130","220840709","65 a 69","4","5","9"
"14131","220840709","70 a 74","4","0","4"
"14132","220840709","75 a 79","2","1","3"
"14133","220840709","80 a 84","1","0","1"
"14134","220840709","90 a 94","0","1","1"
"14135","220840709","95 a 99","1","0","1"
"14136","220840801","00 a 04","1","5","6"
"14137","220840801","05 a 09","6","2","8"
"14138","220840801","10 a 14","2","4","6"
"14139","220840801","15 a 19","5","7","12"
"14140","220840801","20 a 24","8","5","13"
"14141","220840801","25 a 29","4","4","8"
"14142","220840801","30 a 34","3","3","6"
"14143","220840801","35 a 39","4","3","7"
"14144","220840801","40 a 44","2","3","5"
"14145","220840801","45 a 49","2","4","6"
"14146","220840801","50 a 54","2","0","2"
"14147","220840801","55 a 59","3","2","5"
"14148","220840801","60 a 64","1","4","5"
"14149","220840801","65 a 69","2","5","7"
"14150","220840801","70 a 74","2","2","4"
"14151","220840801","75 a 79","2","2","4"
"14152","220840802","00 a 04","1","2","3"
"14153","220840802","05 a 09","2","3","5"
"14154","220840802","10 a 14","1","8","9"
"14155","220840802","15 a 19","11","3","14"
"14156","220840802","20 a 24","1","2","3"
"14157","220840802","25 a 29","1","1","2"
"14158","220840802","30 a 34","3","1","4"
"14159","220840802","35 a 39","3","2","5"
"14160","220840802","40 a 44","4","4","8"
"14161","220840802","45 a 49","1","2","3"
"14162","220840802","50 a 54","0","2","2"
"14163","220840802","55 a 59","2","1","3"
"14164","220840802","60 a 64","0","2","2"
"14165","220840802","70 a 74","3","1","4"
"14166","220840802","75 a 79","1","0","1"
"14167","220840802","80 a 84","0","2","2"
"14168","220840803","00 a 04","12","12","24"
"14169","220840803","05 a 09","11","14","25"
"14170","220840803","10 a 14","13","17","30"
"14171","220840803","15 a 19","19","18","37"
"14172","220840803","20 a 24","16","12","28"
"14173","220840803","25 a 29","14","11","25"
"14174","220840803","30 a 34","14","6","20"
"14175","220840803","35 a 39","7","9","16"
"14176","220840803","40 a 44","7","8","15"
"14177","220840803","45 a 49","15","10","25"
"14178","220840803","50 a 54","11","10","21"
"14179","220840803","55 a 59","10","4","14"
"14180","220840803","60 a 64","2","12","14"
"14181","220840803","65 a 69","3","5","8"
"14182","220840803","70 a 74","4","3","7"
"14183","220840803","75 a 79","3","0","3"
"14184","220840803","90 a 94","0","1","1"
"14185","220840804","00 a 04","6","13","19"
"14186","220840804","05 a 09","17","13","30"
"14187","220840804","10 a 14","9","12","21"
"14188","220840804","15 a 19","14","16","30"
"14189","220840804","20 a 24","9","13","22"
"14190","220840804","25 a 29","9","12","21"
"14191","220840804","30 a 34","11","5","16"
"14192","220840804","35 a 39","10","5","15"
"14193","220840804","40 a 44","6","9","15"
"14194","220840804","45 a 49","7","6","13"
"14195","220840804","50 a 54","1","4","5"
"14196","220840804","55 a 59","10","9","19"
"14197","220840804","60 a 64","10","8","18"
"14198","220840804","65 a 69","6","9","15"
"14199","220840804","70 a 74","7","8","15"
"14200","220840804","75 a 79","5","8","13"
"14201","220840804","80 a 84","3","0","3"
"14202","220840804","85 a 89","1","1","2"
"14203","220840804","90 a 94","1","1","2"
"14204","220840805","00 a 04","10","14","24"
"14205","220840805","05 a 09","18","10","28"
"14206","220840805","10 a 14","14","14","28"
"14207","220840805","15 a 19","17","12","29"
"14208","220840805","20 a 24","8","10","18"
"14209","220840805","25 a 29","9","7","16"
"14210","220840805","30 a 34","10","9","19"
"14211","220840805","35 a 39","15","6","21"
"14212","220840805","40 a 44","6","6","12"
"14213","220840805","45 a 49","8","7","15"
"14214","220840805","50 a 54","4","5","9"
"14215","220840805","55 a 59","9","6","15"
"14216","220840805","60 a 64","2","6","8"
"14217","220840805","65 a 69","3","7","10"
"14218","220840805","70 a 74","1","2","3"
"14219","220840805","75 a 79","0","3","3"
"14220","220840805","80 a 84","0","1","1"
"14221","220840901","00 a 04","2","1","3"
"14222","220840901","05 a 09","3","2","5"
"14223","220840901","10 a 14","3","2","5"
"14224","220840901","15 a 19","3","2","5"
"14225","220840901","25 a 29","2","3","5"
"14226","220840901","30 a 34","0","1","1"
"14227","220840901","35 a 39","0","1","1"
"14228","220840901","40 a 44","1","1","2"
"14229","220840901","45 a 49","3","1","4"
"14230","220840901","50 a 54","1","1","2"
"14231","220840901","55 a 59","0","2","2"
"14232","220840901","60 a 64","0","1","1"
"14233","220840901","65 a 69","1","2","3"
"14234","220840901","70 a 74","1","1","2"
"14235","220840901","75 a 79","1","0","1"
"14236","220840901","80 a 84","0","1","1"
"14237","220840902","00 a 04","6","5","11"
"14238","220840902","05 a 09","10","10","20"
"14239","220840902","10 a 14","10","4","14"
"14240","220840902","15 a 19","8","7","15"
"14241","220840902","20 a 24","7","7","14"
"14242","220840902","25 a 29","7","3","10"
"14243","220840902","30 a 34","9","8","17"
"14244","220840902","35 a 39","4","7","11"
"14245","220840902","40 a 44","8","9","17"
"14246","220840902","45 a 49","4","7","11"
"14247","220840902","50 a 54","2","6","8"
"14248","220840902","55 a 59","4","8","12"
"14249","220840902","60 a 64","7","8","15"
"14250","220840902","65 a 69","5","5","10"
"14251","220840902","70 a 74","4","5","9"
"14252","220840902","75 a 79","3","4","7"
"14253","220840902","80 a 84","0","1","1"
"14254","220840902","85 a 89","1","0","1"
"14255","220840902","95 a 99","1","0","1"
"14256","220840903","00 a 04","3","3","6"
"14257","220840903","05 a 09","3","3","6"
"14258","220840903","10 a 14","2","2","4"
"14259","220840903","15 a 19","2","3","5"
"14260","220840903","20 a 24","4","6","10"
"14261","220840903","25 a 29","2","2","4"
"14262","220840903","30 a 34","1","3","4"
"14263","220840903","35 a 39","2","2","4"
"14264","220840903","40 a 44","3","1","4"
"14265","220840903","45 a 49","1","3","4"
"14266","220840903","50 a 54","2","3","5"
"14267","220840903","55 a 59","4","1","5"
"14268","220840903","60 a 64","2","6","8"
"14269","220840903","65 a 69","2","3","5"
"14270","220840903","70 a 74","1","1","2"
"14271","220840903","75 a 79","1","1","2"
"14272","220840903","80 a 84","1","0","1"
"14273","220840903","85 a 89","1","0","1"
"14274","220840904","00 a 04","2","2","4"
"14275","220840904","05 a 09","2","6","8"
"14276","220840904","10 a 14","2","2","4"
"14277","220840904","15 a 19","2","3","5"
"14278","220840904","20 a 24","3","1","4"
"14279","220840904","25 a 29","2","1","3"
"14280","220840904","30 a 34","2","1","3"
"14281","220840904","35 a 39","0","4","4"
"14282","220840904","40 a 44","2","0","2"
"14283","220840904","45 a 49","1","3","4"
"14284","220840904","50 a 54","1","5","6"
"14285","220840904","60 a 64","3","1","4"
"14286","220840904","65 a 69","1","1","2"
"14287","220840904","70 a 74","3","5","8"
"14288","220840904","75 a 79","1","0","1"
"14289","220840904","80 a 84","3","1","4"
"14290","220840904","85 a 89","1","0","1"
"14291","220841001","00 a 04","4","6","10"
"14292","220841001","05 a 09","6","3","9"
"14293","220841001","10 a 14","7","9","16"
"14294","220841001","15 a 19","12","7","19"
"14295","220841001","20 a 24","10","4","14"
"14296","220841001","25 a 29","3","5","8"
"14297","220841001","30 a 34","6","5","11"
"14298","220841001","35 a 39","5","8","13"
"14299","220841001","40 a 44","7","9","16"
"14300","220841001","45 a 49","6","12","18"
"14301","220841001","50 a 54","4","7","11"
"14302","220841001","55 a 59","4","8","12"
"14303","220841001","60 a 64","5","7","12"
"14304","220841001","65 a 69","2","6","8"
"14305","220841001","70 a 74","6","3","9"
"14306","220841001","75 a 79","3","2","5"
"14307","220841001","80 a 84","2","4","6"
"14308","220841001","85 a 89","1","0","1"
"14309","220841001","90 a 94","1","1","2"
"14310","220841002","00 a 04","7","12","19"
"14311","220841002","05 a 09","5","10","15"
"14312","220841002","10 a 14","7","11","18"
"14313","220841002","15 a 19","5","12","17"
"14314","220841002","20 a 24","8","9","17"
"14315","220841002","25 a 29","9","10","19"
"14316","220841002","30 a 34","3","6","9"
"14317","220841002","35 a 39","8","4","12"
"14318","220841002","40 a 44","6","4","10"
"14319","220841002","45 a 49","5","7","12"
"14320","220841002","50 a 54","4","6","10"
"14321","220841002","55 a 59","5","10","15"
"14322","220841002","60 a 64","5","9","14"
"14323","220841002","65 a 69","2","7","9"
"14324","220841002","70 a 74","5","6","11"
"14325","220841002","75 a 79","2","1","3"
"14326","220841002","80 a 84","2","1","3"
"14327","220841002","85 a 89","3","0","3"
"14328","220841003","00 a 04","1","4","5"
"14329","220841003","05 a 09","0","2","2"
"14330","220841003","10 a 14","0","2","2"
"14331","220841003","15 a 19","1","1","2"
"14332","220841003","20 a 24","5","2","7"
"14333","220841003","25 a 29","1","1","2"
"14334","220841003","30 a 34","1","3","4"
"14335","220841003","35 a 39","0","1","1"
"14336","220841003","40 a 44","3","0","3"
"14337","220841003","45 a 49","1","4","5"
"14338","220841003","50 a 54","1","0","1"
"14339","220841003","55 a 59","1","2","3"
"14340","220841003","65 a 69","0","1","1"
"14341","220841003","70 a 74","2","1","3"
"14342","220841003","75 a 79","0","1","1"
"14343","220841003","80 a 84","0","1","1"
"14344","220841003","85 a 89","1","0","1"
"14345","220841004","00 a 04","19","32","51"
"14346","220841004","05 a 09","24","26","50"
"14347","220841004","10 a 14","28","23","51"
"14348","220841004","15 a 19","24","32","56"
"14349","220841004","20 a 24","35","18","53"
"14350","220841004","25 a 29","22","28","50"
"14351","220841004","30 a 34","29","27","56"
"14352","220841004","35 a 39","19","17","36"
"14353","220841004","40 a 44","23","17","40"
"14354","220841004","45 a 49","18","17","35"
"14355","220841004","50 a 54","12","23","35"
"14356","220841004","55 a 59","14","18","32"
"14357","220841004","60 a 64","13","17","30"
"14358","220841004","65 a 69","11","10","21"
"14359","220841004","70 a 74","7","7","14"
"14360","220841004","75 a 79","7","4","11"
"14361","220841004","80 a 84","4","4","8"
"14362","220841004","85 a 89","5","1","6"
"14363","220841004","90 a 94","1","0","1"
"14364","220841005","00 a 04","13","13","26"
"14365","220841005","05 a 09","22","21","43"
"14366","220841005","10 a 14","15","12","27"
"14367","220841005","15 a 19","20","11","31"
"14368","220841005","20 a 24","20","18","38"
"14369","220841005","25 a 29","22","18","40"
"14370","220841005","30 a 34","20","14","34"
"14371","220841005","35 a 39","11","15","26"
"14372","220841005","40 a 44","14","15","29"
"14373","220841005","45 a 49","16","11","27"
"14374","220841005","50 a 54","11","23","34"
"14375","220841005","55 a 59","16","13","29"
"14376","220841005","60 a 64","15","19","34"
"14377","220841005","65 a 69","8","7","15"
"14378","220841005","70 a 74","10","12","22"
"14379","220841005","75 a 79","8","7","15"
"14380","220841005","80 a 84","7","4","11"
"14381","220841005","85 a 89","1","2","3"
"14382","220841005","90 a 94","3","0","3"
"14383","220841006","00 a 04","8","20","28"
"14384","220841006","05 a 09","23","25","48"
"14385","220841006","10 a 14","15","22","37"
"14386","220841006","15 a 19","19","20","39"
"14387","220841006","20 a 24","16","24","40"
"14388","220841006","25 a 29","27","21","48"
"14389","220841006","30 a 34","20","21","41"
"14390","220841006","35 a 39","22","23","45"
"14391","220841006","40 a 44","14","18","32"
"14392","220841006","45 a 49","20","17","37"
"14393","220841006","50 a 54","10","15","25"
"14394","220841006","55 a 59","10","12","22"
"14395","220841006","60 a 64","5","10","15"
"14396","220841006","65 a 69","9","10","19"
"14397","220841006","70 a 74","5","9","14"
"14398","220841006","75 a 79","6","4","10"
"14399","220841006","80 a 84","2","3","5"
"14400","220841006","85 a 89","1","2","3"
"14401","220841007","00 a 04","23","15","38"
"14402","220841007","05 a 09","31","17","48"
"14403","220841007","10 a 14","28","30","58"
"14404","220841007","15 a 19","26","22","48"
"14405","220841007","20 a 24","27","19","46"
"14406","220841007","25 a 29","24","13","37"
"14407","220841007","30 a 34","19","17","36"
"14408","220841007","35 a 39","23","16","39"
"14409","220841007","40 a 44","12","17","29"
"14410","220841007","45 a 49","15","7","22"
"14411","220841007","50 a 54","20","12","32"
"14412","220841007","55 a 59","9","9","18"
"14413","220841007","60 a 64","6","10","16"
"14414","220841007","65 a 69","7","9","16"
"14415","220841007","70 a 74","5","8","13"
"14416","220841007","75 a 79","6","4","10"
"14417","220841007","80 a 84","6","2","8"
"14418","220841007","85 a 89","0","2","2"
"14419","220841007","90 a 94","1","1","2"
"14420","220841007","95 a 99","0","1","1"
"14421","220841008","00 a 04","14","11","25"
"14422","220841008","05 a 09","20","16","36"
"14423","220841008","10 a 14","10","19","29"
"14424","220841008","15 a 19","18","23","41"
"14425","220841008","20 a 24","11","11","22"
"14426","220841008","25 a 29","11","10","21"
"14427","220841008","30 a 34","15","11","26"
"14428","220841008","35 a 39","12","15","27"
"14429","220841008","40 a 44","11","8","19"
"14430","220841008","45 a 49","9","10","19"
"14431","220841008","50 a 54","4","2","6"
"14432","220841008","55 a 59","2","6","8"
"14433","220841008","60 a 64","3","4","7"
"14434","220841008","65 a 69","3","2","5"
"14435","220841008","70 a 74","0","3","3"
"14436","220841008","75 a 79","3","3","6"
"14437","220841008","80 a 84","4","1","5"
"14438","220841008","85 a 89","4","0","4"
"14439","220841008","90 a 94","0","1","1"
"14440","220841009","00 a 04","21","14","35"
"14441","220841009","05 a 09","30","30","60"
"14442","220841009","10 a 14","24","15","39"
"14443","220841009","15 a 19","24","28","52"
"14444","220841009","20 a 24","24","31","55"
"14445","220841009","25 a 29","37","27","64"
"14446","220841009","30 a 34","23","20","43"
"14447","220841009","35 a 39","16","19","35"
"14448","220841009","40 a 44","27","14","41"
"14449","220841009","45 a 49","15","21","36"
"14450","220841009","50 a 54","17","12","29"
"14451","220841009","55 a 59","14","20","34"
"14452","220841009","60 a 64","16","10","26"
"14453","220841009","65 a 69","8","5","13"
"14454","220841009","70 a 74","4","13","17"
"14455","220841009","75 a 79","9","6","15"
"14456","220841009","80 a 84","1","2","3"
"14457","220841009","85 a 89","0","1","1"
"14458","220841009","95 a 99","0","1","1"
"14459","220841101","00 a 04","34","27","61"
"14460","220841101","05 a 09","34","30","64"
"14461","220841101","10 a 14","38","30","68"
"14462","220841101","15 a 19","43","36","79"
"14463","220841101","20 a 24","34","49","83"
"14464","220841101","25 a 29","40","31","71"
"14465","220841101","30 a 34","29","38","67"
"14466","220841101","35 a 39","22","21","43"
"14467","220841101","40 a 44","21","24","45"
"14468","220841101","45 a 49","24","19","43"
"14469","220841101","50 a 54","17","18","35"
"14470","220841101","55 a 59","15","12","27"
"14471","220841101","60 a 64","8","13","21"
"14472","220841101","65 a 69","10","6","16"
"14473","220841101","70 a 74","15","8","23"
"14474","220841101","75 a 79","6","5","11"
"14475","220841101","80 a 84","4","3","7"
"14476","220841101","85 a 89","2","0","2"
"14477","220841101","90 a 94","1","1","2"
"14478","220841101","95 a 99","0","1","1"
"14479","220841102","00 a 04","30","31","61"
"14480","220841102","05 a 09","33","44","77"
"14481","220841102","10 a 14","35","23","58"
"14482","220841102","15 a 19","32","46","78"
"14483","220841102","20 a 24","36","34","70"
"14484","220841102","25 a 29","36","36","72"
"14485","220841102","30 a 34","39","36","75"
"14486","220841102","35 a 39","23","37","60"
"14487","220841102","40 a 44","31","25","56"
"14488","220841102","45 a 49","24","27","51"
"14489","220841102","50 a 54","20","18","38"
"14490","220841102","55 a 59","18","18","36"
"14491","220841102","60 a 64","17","15","32"
"14492","220841102","65 a 69","13","15","28"
"14493","220841102","70 a 74","14","10","24"
"14494","220841102","75 a 79","14","10","24"
"14495","220841102","80 a 84","7","0","7"
"14496","220841102","85 a 89","6","3","9"
"14497","220841102","90 a 94","1","0","1"
"14498","220841103","00 a 04","22","21","43"
"14499","220841103","05 a 09","26","20","46"
"14500","220841103","10 a 14","8","19","27"
"14501","220841103","15 a 19","13","10","23"
"14502","220841103","20 a 24","19","18","37"
"14503","220841103","25 a 29","27","20","47"
"14504","220841103","30 a 34","35","27","62"
"14505","220841103","35 a 39","15","24","39"
"14506","220841103","40 a 44","18","26","44"
"14507","220841103","45 a 49","11","13","24"
"14508","220841103","50 a 54","22","19","41"
"14509","220841103","55 a 59","30","12","42"
"14510","220841103","60 a 64","9","17","26"
"14511","220841103","65 a 69","15","13","28"
"14512","220841103","70 a 74","7","4","11"
"14513","220841103","75 a 79","13","7","20"
"14514","220841103","80 a 84","7","2","9"
"14515","220841103","85 a 89","7","2","9"
"14516","220841103","90 a 94","3","1","4"
"14517","220841104","00 a 04","11","11","22"
"14518","220841104","05 a 09","11","11","22"
"14519","220841104","10 a 14","10","14","24"
"14520","220841104","15 a 19","15","20","35"
"14521","220841104","20 a 24","20","19","39"
"14522","220841104","25 a 29","19","21","40"
"14523","220841104","30 a 34","17","14","31"
"14524","220841104","35 a 39","14","19","33"
"14525","220841104","40 a 44","23","16","39"
"14526","220841104","45 a 49","14","12","26"
"14527","220841104","50 a 54","8","13","21"
