"""cueanexo""|""grado""|""turno""|""subtotal_por_turno"""
"""220022200""|""Sala de 5 años""|NULL|""4"""
"""220022300""|""Sala de 4 años""|""Mañana""|""4"""
"""220022300""|""Sala de 4 años""|NULL|""4"""
"""220022300""|""Sala de 5 años""|""Mañana""|""4"""
"""220022300""|""Sala de 5 años""|NULL|""4"""
"""220022501""|""Sala de 3 años""|""Mañana""|""4"""
"""220022501""|""Sala de 3 años""|NULL|""4"""
"""220022501""|""Sala de 4 años""|""Mañana""|""4"""
"""220022501""|""Sala de 4 años""|NULL|""4"""
"""220022501""|""Sala de 5 años""|""Mañana""|""5"""
"""220022501""|""Sala de 5 años""|NULL|""5"""
"""220022600""|""Sala de 4 años""|""Mañana""|""5"""
"""220022600""|""Sala de 4 años""|NULL|""5"""
"""220022600""|""Sala de 5 años""|""Mañana""|""7"""
"""220022600""|""Sala de 5 años""|NULL|""7"""
"""220022700""|""Sala de 3 años""|""Mañana""|""2"""
"""220022700""|""Sala de 3 años""|NULL|""2"""
"""220022700""|""Sala de 4 años""|""Mañana""|""2"""
"""220022700""|""Sala de 4 años""|NULL|""2"""
"""220022700""|""Sala de 5 años""|""Mañana""|""3"""
"""220022700""|""Sala de 5 años""|NULL|""3"""
"""220023500""|""Sala de 3 años""|""Mañana""|""5"""
"""220023500""|""Sala de 3 años""|NULL|""5"""
"""220023500""|""Sala de 4 años""|""Mañana""|""4"""
"""220023500""|""Sala de 4 años""|NULL|""4"""
"""220023500""|""Sala de 5 años""|""Mañana""|""6"""
"""220023500""|""Sala de 5 años""|NULL|""6"""
"""220024400""|""Sala de 4 años""|""Tarde""|""55"""
"""220024400""|""Sala de 4 años""|NULL|""55"""
"""220024400""|""Sala de 5 años""|""Mañana""|""70"""
"""220024400""|""Sala de 5 años""|""Tarde""|""25"""
"""220024400""|""Sala de 5 años""|NULL|""95"""
"""220024401""|""Sala de 3 años""|""Mañana""|""5"""
"""220024401""|""Sala de 3 años""|NULL|""5"""
"""220024401""|""Sala de 4 años""|""Mañana""|""5"""
"""220024401""|""Sala de 4 años""|NULL|""5"""
"""220024401""|""Sala de 5 años""|""Mañana""|""12"""
"""220024401""|""Sala de 5 años""|NULL|""12"""
"""220024402""|""Sala de 3 años""|""Tarde""|""7"""
"""220024402""|""Sala de 3 años""|NULL|""7"""
"""220024402""|""Sala de 4 años""|""Tarde""|""6"""
"""220024402""|""Sala de 4 años""|NULL|""6"""
"""220024402""|""Sala de 5 años""|""Tarde""|""7"""
"""220024402""|""Sala de 5 años""|NULL|""7"""
"""220024403""|""Sala de 3 años""|""Mañana""|""2"""
"""220024403""|""Sala de 3 años""|NULL|""2"""
"""220024403""|""Sala de 4 años""|""Mañana""|""11"""
"""220024403""|""Sala de 4 años""|NULL|""11"""
"""220024403""|""Sala de 5 años""|""Mañana""|""12"""
"""220024403""|""Sala de 5 años""|NULL|""12"""
"""220024404""|""Sala de 4 años""|""Mañana""|""22"""
"""220024404""|""Sala de 4 años""|NULL|""22"""
"""220024500""|""Sala de 4 años""|""Tarde""|""22"""
"""220024500""|""Sala de 4 años""|NULL|""22"""
"""220024500""|""Sala de 5 años""|""Mañana""|""15"""
"""220024500""|""Sala de 5 años""|NULL|""15"""
"""220024600""|""Sala de 4 años""|""Tarde""|""12"""
"""220024600""|""Sala de 4 años""|NULL|""12"""
"""220024600""|""Sala de 5 años""|""Mañana""|""23"""
"""220024600""|""Sala de 5 años""|NULL|""23"""
"""220024700""|""Sala de 4 años""|""Mañana""|""16"""
"""220024700""|""Sala de 4 años""|""Tarde""|""16"""
"""220024700""|""Sala de 4 años""|NULL|""32"""
"""220024700""|""Sala de 5 años""|""Mañana""|""16"""
"""220024700""|""Sala de 5 años""|""Tarde""|""15"""
"""220024700""|""Sala de 5 años""|NULL|""31"""
"""220024900""|""Sala de 3 años""|""Mañana""|""10"""
"""220024900""|""Sala de 3 años""|NULL|""10"""
"""220024900""|""Sala de 4 años""|""Mañana""|""10"""
"""220024900""|""Sala de 4 años""|NULL|""10"""
"""220024900""|""Sala de 5 años""|""Mañana""|""19"""
"""220024900""|""Sala de 5 años""|NULL|""19"""
"""220025000""|""Sala de 3 años""|""Mañana""|""4"""
"""220025000""|""Sala de 3 años""|NULL|""4"""
"""220025000""|""Sala de 4 años""|""Mañana""|""2"""
"""220025000""|""Sala de 4 años""|NULL|""2"""
"""220025000""|""Sala de 5 años""|""Mañana""|""1"""
"""220025000""|""Sala de 5 años""|NULL|""1"""
"""220026000""|""Sala de 3 años""|""Mañana""|""4"""
"""220026000""|""Sala de 3 años""|NULL|""4"""
"""220026000""|""Sala de 4 años""|""Mañana""|""4"""
"""220026000""|""Sala de 4 años""|NULL|""4"""
"""220026000""|""Sala de 5 años""|""Mañana""|""4"""
"""220026000""|""Sala de 5 años""|NULL|""4"""
"""220026300""|""Sala de 4 años""|""Doble""|""18"""
"""220026300""|""Sala de 4 años""|NULL|""18"""
"""220026300""|""Sala de 5 años""|""Doble""|""23"""
"""220026300""|""Sala de 5 años""|NULL|""23"""
"""220027700""|""Sala de 4 años""|""Mañana""|""25"""
"""220027700""|""Sala de 4 años""|""Tarde""|""24"""
"""220027700""|""Sala de 4 años""|NULL|""49"""
"""220027700""|""Sala de 5 años""|""Mañana""|""38"""
"""220027700""|""Sala de 5 años""|""Tarde""|""46"""
"""220027700""|""Sala de 5 años""|NULL|""84"""
"""220027701""|""Sala de 3 años""|""Mañana""|""4"""
"""220027701""|""Sala de 3 años""|NULL|""4"""
"""220027701""|""Sala de 4 años""|""Mañana""|""5"""
"""220027701""|""Sala de 4 años""|NULL|""5"""
"""220027701""|""Sala de 5 años""|""Mañana""|""1"""
"""220027701""|""Sala de 5 años""|NULL|""1"""
"""220027702""|""Sala de 4 años""|""Tarde""|""19"""
"""220027702""|""Sala de 4 años""|NULL|""19"""
"""220027702""|""Sala de 5 años""|""Mañana""|""22"""
"""220027702""|""Sala de 5 años""|NULL|""22"""
"""220028500""|""Sala de 4 años""|""Mañana""|""3"""
"""220028500""|""Sala de 4 años""|NULL|""3"""
"""220028500""|""Sala de 5 años""|""Mañana""|""1"""
"""220028500""|""Sala de 5 años""|NULL|""1"""
"""220028600""|""Sala de 4 años""|""Mañana""|""37"""
"""220028600""|""Sala de 4 años""|""Tarde""|""56"""
"""220028600""|""Sala de 4 años""|NULL|""93"""
"""220028600""|""Sala de 5 años""|""Mañana""|""61"""
"""220028600""|""Sala de 5 años""|""Tarde""|""45"""
"""220028600""|""Sala de 5 años""|NULL|""106"""
"""220028700""|""Sala de 4 años""|""Mañana""|""40"""
"""220028700""|""Sala de 4 años""|""Tarde""|""22"""
"""220028700""|""Sala de 4 años""|NULL|""62"""
"""220028700""|""Sala de 5 años""|""Mañana""|""46"""
"""220028700""|""Sala de 5 años""|""Tarde""|""60"""
"""220028700""|""Sala de 5 años""|NULL|""106"""
"""220028701""|""Sala de 3 años""|""Mañana""|""17"""
"""220028701""|""Sala de 3 años""|NULL|""17"""
"""220028701""|""Sala de 4 años""|""Mañana""|""20"""
"""220028701""|""Sala de 4 años""|NULL|""20"""
"""220028701""|""Sala de 5 años""|""Mañana""|""22"""
"""220028701""|""Sala de 5 años""|NULL|""22"""
"""220029000""|""Sala de 3 años""|""Doble""|""3"""
"""220029000""|""Sala de 3 años""|NULL|""3"""
"""220029000""|""Sala de 4 años""|""Doble""|""5"""
"""220029000""|""Sala de 4 años""|NULL|""5"""
"""220029000""|""Sala de 5 años""|""Doble""|""6"""
"""220029000""|""Sala de 5 años""|NULL|""6"""
"""220029200""|""Sala de 3 años""|""Doble""|""8"""
"""220029200""|""Sala de 3 años""|NULL|""8"""
"""220029200""|""Sala de 4 años""|""Doble""|""6"""
"""220029200""|""Sala de 4 años""|NULL|""6"""
"""220029200""|""Sala de 5 años""|""Doble""|""8"""
"""220029200""|""Sala de 5 años""|NULL|""8"""
"""220029500""|""Sala de 3 años""|""Tarde""|""9"""
"""220029500""|""Sala de 3 años""|NULL|""9"""
"""220029500""|""Sala de 4 años""|""Tarde""|""10"""
"""220029500""|""Sala de 4 años""|NULL|""10"""
"""220029500""|""Sala de 5 años""|""Mañana""|""11"""
"""220029500""|""Sala de 5 años""|NULL|""11"""
"""220029700""|""Sala de 3 años""|""Mañana""|""2"""
"""220029700""|""Sala de 3 años""|NULL|""2"""
"""220029700""|""Sala de 4 años""|""Mañana""|""2"""
"""220029700""|""Sala de 4 años""|NULL|""2"""
"""220029700""|""Sala de 5 años""|""Mañana""|""3"""
"""220029700""|""Sala de 5 años""|NULL|""3"""
"""220029800""|""Sala de 3 años""|""Mañana""|""2"""
"""220029800""|""Sala de 3 años""|NULL|""2"""
"""220029800""|""Sala de 4 años""|""Mañana""|""2"""
"""220029800""|""Sala de 4 años""|NULL|""2"""
"""220029800""|""Sala de 5 años""|""Mañana""|""5"""
"""220029800""|""Sala de 5 años""|NULL|""5"""
"""220029900""|""Sala de 3 años""|""Tarde""|""10"""
"""220029900""|""Sala de 3 años""|NULL|""10"""
"""220029900""|""Sala de 4 años""|""Mañana""|""57"""
"""220029900""|""Sala de 4 años""|""Tarde""|""33"""
"""220029900""|""Sala de 4 años""|NULL|""90"""
"""220029900""|""Sala de 5 años""|""Mañana""|""54"""
"""220029900""|""Sala de 5 años""|""Tarde""|""41"""
"""220029900""|""Sala de 5 años""|NULL|""95"""
"""220030000""|""Sala de 3 años""|""Mañana""|""29"""
"""220030000""|""Sala de 3 años""|""Tarde""|""14"""
"""220030000""|""Sala de 3 años""|NULL|""43"""
"""220030000""|""Sala de 4 años""|""Mañana""|""14"""
"""220030000""|""Sala de 4 años""|""Tarde""|""30"""
"""220030000""|""Sala de 4 años""|NULL|""44"""
"""220030000""|""Sala de 5 años""|""Mañana""|""28"""
"""220030000""|""Sala de 5 años""|""Tarde""|""20"""
"""220030000""|""Sala de 5 años""|NULL|""48"""
"""220030400""|""Sala de 3 años""|""Mañana""|""4"""
"""220030400""|""Sala de 3 años""|NULL|""4"""
"""220030400""|""Sala de 4 años""|""Mañana""|""3"""
"""220030400""|""Sala de 4 años""|NULL|""3"""
"""220030400""|""Sala de 5 años""|""Mañana""|""6"""
"""220030400""|""Sala de 5 años""|NULL|""6"""
"""220030700""|""Sala de 3 años""|""Mañana""|""1"""
"""220030700""|""Sala de 3 años""|NULL|""1"""
"""220030700""|""Sala de 4 años""|""Mañana""|""4"""
"""220030700""|""Sala de 4 años""|NULL|""4"""
"""220030700""|""Sala de 5 años""|""Mañana""|""6"""
"""220030700""|""Sala de 5 años""|NULL|""6"""
"""220030900""|""Sala de 3 años""|""Mañana""|""1"""
"""220030900""|""Sala de 3 años""|NULL|""1"""
"""220030900""|""Sala de 4 años""|""Mañana""|""4"""
"""220030900""|""Sala de 4 años""|NULL|""4"""
"""220030900""|""Sala de 5 años""|""Mañana""|""2"""
"""220030900""|""Sala de 5 años""|NULL|""2"""
"""220031000""|""Sala de 3 años""|""Mañana""|""3"""
"""220031000""|""Sala de 3 años""|NULL|""3"""
"""220031000""|""Sala de 4 años""|""Mañana""|""4"""
"""220031000""|""Sala de 4 años""|NULL|""4"""
"""220031000""|""Sala de 5 años""|""Mañana""|""5"""
"""220031000""|""Sala de 5 años""|NULL|""5"""
"""220031100""|""Sala de 4 años""|""Mañana""|""1"""
"""220031100""|""Sala de 4 años""|NULL|""1"""
"""220031100""|""Sala de 5 años""|""Mañana""|""1"""
"""220031100""|""Sala de 5 años""|NULL|""1"""
"""220031200""|""Sala de 5 años""|""Mañana""|""1"""
"""220031200""|""Sala de 5 años""|NULL|""1"""
"""220031400""|""Sala de 4 años""|""Mañana""|""6"""
"""220031400""|""Sala de 4 años""|NULL|""6"""
"""220031400""|""Sala de 5 años""|""Mañana""|""3"""
"""220031400""|""Sala de 5 años""|NULL|""3"""
"""220031500""|""Sala de 3 años""|""Mañana""|""3"""
"""220031500""|""Sala de 3 años""|NULL|""3"""
"""220031500""|""Sala de 4 años""|""Mañana""|""6"""
"""220031500""|""Sala de 4 años""|NULL|""6"""
"""220031500""|""Sala de 5 años""|""Mañana""|""2"""
"""220031500""|""Sala de 5 años""|NULL|""2"""
"""220031900""|""Sala de 4 años""|""Mañana""|""3"""
"""220031900""|""Sala de 4 años""|NULL|""3"""
"""220031900""|""Sala de 5 años""|""Mañana""|""3"""
"""220031900""|""Sala de 5 años""|NULL|""3"""
"""220032900""|""Sala de 4 años""|""Mañana""|""33"""
"""220032900""|""Sala de 4 años""|""Tarde""|""37"""
"""220032900""|""Sala de 4 años""|NULL|""70"""
"""220032900""|""Sala de 5 años""|""Mañana""|""28"""
"""220032900""|""Sala de 5 años""|""Tarde""|""28"""
"""220032900""|""Sala de 5 años""|NULL|""56"""
"""220032901""|""Sala de 3 años""|""Mañana""|""1"""
"""220032901""|""Sala de 3 años""|NULL|""1"""
"""220032901""|""Sala de 4 años""|""Mañana""|""2"""
"""220032901""|""Sala de 4 años""|NULL|""2"""
"""220032901""|""Sala de 5 años""|""Mañana""|""3"""
"""220032901""|""Sala de 5 años""|NULL|""3"""
"""220032902""|""Sala de 3 años""|""Mañana""|""3"""
"""220032902""|""Sala de 3 años""|NULL|""3"""
"""220032902""|""Sala de 4 años""|""Mañana""|""6"""
"""220032902""|""Sala de 4 años""|NULL|""6"""
"""220032902""|""Sala de 5 años""|""Mañana""|""4"""
"""220032902""|""Sala de 5 años""|NULL|""4"""
"""220033400""|""Sala de 3 años""|""Mañana""|""1"""
"""220033400""|""Sala de 3 años""|NULL|""1"""
"""220033400""|""Sala de 4 años""|""Mañana""|""7"""
"""220033400""|""Sala de 4 años""|NULL|""7"""
"""220033400""|""Sala de 5 años""|""Mañana""|""6"""
"""220033400""|""Sala de 5 años""|NULL|""6"""
"""220033800""|""Sala de 3 años""|""Mañana""|""19"""
"""220033800""|""Sala de 3 años""|""Tarde""|""17"""
"""220033800""|""Sala de 3 años""|NULL|""36"""
"""220033800""|""Sala de 4 años""|""Mañana""|""25"""
"""220033800""|""Sala de 4 años""|""Tarde""|""62"""
"""220033800""|""Sala de 4 años""|NULL|""87"""
"""220033800""|""Sala de 5 años""|""Mañana""|""50"""
"""220033800""|""Sala de 5 años""|""Tarde""|""61"""
"""220033800""|""Sala de 5 años""|NULL|""111"""
"""220033801""|""Sala de 3 años""|""Mañana""|""2"""
"""220033801""|""Sala de 3 años""|NULL|""2"""
"""220033801""|""Sala de 4 años""|""Mañana""|""7"""
"""220033801""|""Sala de 4 años""|NULL|""7"""
"""220033801""|""Sala de 5 años""|""Mañana""|""2"""
"""220033801""|""Sala de 5 años""|NULL|""2"""
"""220033802""|""Sala de 3 años""|""Tarde""|""1"""
"""220033802""|""Sala de 3 años""|NULL|""1"""
"""220033802""|""Sala de 4 años""|""Tarde""|""12"""
"""220033802""|""Sala de 4 años""|NULL|""12"""
"""220033802""|""Sala de 5 años""|""Tarde""|""12"""
"""220033802""|""Sala de 5 años""|NULL|""12"""
"""220034600""|""Sala de 4 años""|""Mañana""|""2"""
"""220034600""|""Sala de 4 años""|NULL|""2"""
"""220034600""|""Sala de 5 años""|""Mañana""|""1"""
"""220034600""|""Sala de 5 años""|NULL|""1"""
"""220034800""|""Sala de 4 años""|""Mañana""|""4"""
"""220034800""|""Sala de 4 años""|NULL|""4"""
"""220034800""|""Sala de 5 años""|""Mañana""|""3"""
"""220034800""|""Sala de 5 años""|NULL|""3"""
"""220035100""|""Sala de 4 años""|""Mañana""|""5"""
"""220035100""|""Sala de 4 años""|NULL|""5"""
"""220035100""|""Sala de 5 años""|""Mañana""|""1"""
"""220035100""|""Sala de 5 años""|NULL|""1"""
"""220035200""|""Sala de 4 años""|""Mañana""|""6"""
"""220035200""|""Sala de 4 años""|NULL|""6"""
"""220035200""|""Sala de 5 años""|""Mañana""|""5"""
"""220035200""|""Sala de 5 años""|NULL|""5"""
"""220035201""|""Sala de 4 años""|""Mañana""|""2"""
"""220035201""|""Sala de 4 años""|NULL|""2"""
"""220035201""|""Sala de 5 años""|""Mañana""|""3"""
"""220035201""|""Sala de 5 años""|NULL|""3"""
"""220035300""|""Sala de 4 años""|""Tarde""|""6"""
"""220035300""|""Sala de 4 años""|NULL|""6"""
"""220035300""|""Sala de 5 años""|""Tarde""|""3"""
"""220035300""|""Sala de 5 años""|NULL|""3"""
"""220035600""|""Sala de 3 años""|""Mañana""|""2"""
"""220035600""|""Sala de 3 años""|NULL|""2"""
"""220035600""|""Sala de 4 años""|""Mañana""|""6"""
"""220035600""|""Sala de 4 años""|NULL|""6"""
"""220035600""|""Sala de 5 años""|""Mañana""|""4"""
"""220035600""|""Sala de 5 años""|NULL|""4"""
"""220035900""|""Sala de 4 años""|""Mañana""|""2"""
"""220035900""|""Sala de 4 años""|NULL|""2"""
"""220035900""|""Sala de 5 años""|""Mañana""|""2"""
"""220035900""|""Sala de 5 años""|NULL|""2"""
"""220036000""|""Sala de 4 años""|""Mañana""|""16"""
"""220036000""|""Sala de 4 años""|""Tarde""|""9"""
"""220036000""|""Sala de 4 años""|NULL|""25"""
"""220036000""|""Sala de 5 años""|""Mañana""|""17"""
"""220036000""|""Sala de 5 años""|""Tarde""|""8"""
"""220036000""|""Sala de 5 años""|NULL|""25"""
"""220036500""|""Sala de 4 años""|""Doble""|""4"""
"""220036500""|""Sala de 4 años""|NULL|""4"""
"""220036500""|""Sala de 5 años""|""Doble""|""5"""
"""220036500""|""Sala de 5 años""|NULL|""5"""
"""220036600""|""Sala de 3 años""|""Mañana""|""1"""
"""220036600""|""Sala de 3 años""|NULL|""1"""
"""220036800""|""Sala de 3 años""|""Mañana""|""7"""
"""220036800""|""Sala de 3 años""|NULL|""7"""
"""220036800""|""Sala de 4 años""|""Mañana""|""5"""
"""220036800""|""Sala de 4 años""|NULL|""5"""
"""220036800""|""Sala de 5 años""|""Mañana""|""5"""
"""220036800""|""Sala de 5 años""|NULL|""5"""
"""220036900""|""Sala de 3 años""|""Mañana""|""1"""
"""220036900""|""Sala de 3 años""|NULL|""1"""
"""220036900""|""Sala de 4 años""|""Mañana""|""2"""
"""220036900""|""Sala de 4 años""|NULL|""2"""
"""220037000""|""Sala de 3 años""|""Mañana""|""5"""
"""220037000""|""Sala de 3 años""|NULL|""5"""
"""220037000""|""Sala de 4 años""|""Mañana""|""8"""
"""220037000""|""Sala de 4 años""|NULL|""8"""
"""220037000""|""Sala de 5 años""|""Mañana""|""6"""
"""220037000""|""Sala de 5 años""|NULL|""6"""
"""220037700""|""Sala de 3 años""|""Tarde""|""2"""
"""220037700""|""Sala de 3 años""|NULL|""2"""
"""220037700""|""Sala de 4 años""|""Tarde""|""5"""
"""220037700""|""Sala de 4 años""|NULL|""5"""
"""220037700""|""Sala de 5 años""|""Tarde""|""2"""
"""220037700""|""Sala de 5 años""|NULL|""2"""
"""220038100""|""Sala de 3 años""|""Mañana""|""5"""
"""220038100""|""Sala de 3 años""|NULL|""5"""
"""220038100""|""Sala de 4 años""|""Mañana""|""2"""
"""220038100""|""Sala de 4 años""|NULL|""2"""
"""220038100""|""Sala de 5 años""|""Mañana""|""8"""
"""220038100""|""Sala de 5 años""|NULL|""8"""
"""220038300""|""Sala de 4 años""|""Mañana""|""22"""
"""220038300""|""Sala de 4 años""|""Tarde""|""22"""
"""220038300""|""Sala de 4 años""|NULL|""44"""
"""220038300""|""Sala de 5 años""|""Mañana""|""21"""
"""220038300""|""Sala de 5 años""|""Tarde""|""25"""
"""220038300""|""Sala de 5 años""|NULL|""46"""
"""220038500""|""Sala de 3 años""|""Mañana""|""2"""
"""220038500""|""Sala de 3 años""|NULL|""2"""
"""220038500""|""Sala de 4 años""|""Mañana""|""3"""
"""220038500""|""Sala de 4 años""|NULL|""3"""
"""220038500""|""Sala de 5 años""|""Mañana""|""5"""
"""220038500""|""Sala de 5 años""|NULL|""5"""
"""220038900""|""Sala de 3 años""|""Mañana""|""18"""
"""220038900""|""Sala de 3 años""|NULL|""18"""
"""220038900""|""Sala de 4 años""|""Mañana""|""18"""
"""220038900""|""Sala de 4 años""|""Tarde""|""67"""
"""220038900""|""Sala de 4 años""|NULL|""85"""
"""220038900""|""Sala de 5 años""|""Mañana""|""43"""
"""220038900""|""Sala de 5 años""|""Tarde""|""21"""
"""220038900""|""Sala de 5 años""|NULL|""64"""
"""220038901""|""Sala de 3 años""|""Mañana""|""1"""
"""220038901""|""Sala de 3 años""|NULL|""1"""
"""220038901""|""Sala de 4 años""|""Mañana""|""1"""
"""220038901""|""Sala de 4 años""|NULL|""1"""
"""220038901""|""Sala de 5 años""|""Mañana""|""3"""
"""220038901""|""Sala de 5 años""|NULL|""3"""
"""220038902""|""Sala de 4 años""|""Mañana""|""1"""
"""220038902""|""Sala de 4 años""|NULL|""1"""
"""220038902""|""Sala de 5 años""|""Mañana""|""5"""
"""220038902""|""Sala de 5 años""|NULL|""5"""
"""220038903""|""Sala de 3 años""|""Mañana""|""1"""
"""220038903""|""Sala de 3 años""|NULL|""1"""
"""220038903""|""Sala de 4 años""|""Mañana""|""1"""
"""220038903""|""Sala de 4 años""|NULL|""1"""
"""220038903""|""Sala de 5 años""|""Mañana""|""1"""
"""220038903""|""Sala de 5 años""|NULL|""1"""
"""220039000""|""Sala de 4 años""|""Mañana""|""38"""
"""220039000""|""Sala de 4 años""|""Tarde""|""39"""
"""220039000""|""Sala de 4 años""|NULL|""77"""
"""220039000""|""Sala de 5 años""|""Mañana""|""35"""
"""220039000""|""Sala de 5 años""|""Tarde""|""44"""
"""220039000""|""Sala de 5 años""|NULL|""79"""
"""220039001""|""Sala de 4 años""|""Tarde""|""24"""
"""220039001""|""Sala de 4 años""|NULL|""24"""
"""220039001""|""Sala de 5 años""|""Mañana""|""44"""
"""220039001""|""Sala de 5 años""|""Tarde""|""24"""
"""220039001""|""Sala de 5 años""|NULL|""68"""
"""220039200""|""Sala de 4 años""|""Mañana""|""24"""
"""220039200""|""Sala de 4 años""|""Tarde""|""24"""
"""220039200""|""Sala de 4 años""|NULL|""48"""
"""220039200""|""Sala de 5 años""|""Mañana""|""22"""
"""220039200""|""Sala de 5 años""|""Tarde""|""25"""
"""220039200""|""Sala de 5 años""|NULL|""47"""
"""220040100""|""Sala de 5 años""|""Mañana""|""4"""
"""220040100""|""Sala de 5 años""|NULL|""4"""
"""220040400""|""Sala de 3 años""|""Mañana""|""3"""
"""220040400""|""Sala de 3 años""|NULL|""3"""
"""220040400""|""Sala de 5 años""|""Mañana""|""5"""
"""220040400""|""Sala de 5 años""|NULL|""5"""
"""220040700""|""Sala de 3 años""|""Mañana""|""1"""
"""220040700""|""Sala de 3 años""|NULL|""1"""
"""220040700""|""Sala de 4 años""|""Mañana""|""4"""
"""220040700""|""Sala de 4 años""|NULL|""4"""
"""220041000""|""Sala de 3 años""|""Mañana""|""1"""
"""220041000""|""Sala de 3 años""|NULL|""1"""
