"""cueanexo""|""grado""|""turno""|""subtotal_por_turno"""
"""220129600""|""Sala de 3 años""|NULL|""26"""
"""220129600""|""Sala de 4 años""|""Mañana""|""20"""
"""220129600""|""Sala de 4 años""|""Tarde""|""17"""
"""220129600""|""Sala de 4 años""|NULL|""37"""
"""220129600""|""Sala de 5 años""|""Mañana""|""20"""
"""220129600""|""Sala de 5 años""|""Tarde""|""16"""
"""220129600""|""Sala de 5 años""|NULL|""36"""
"""220130500""|""Sala de 3 años""|""Tarde""|""16"""
"""220130500""|""Sala de 3 años""|NULL|""16"""
"""220130500""|""Sala de 4 años""|""Mañana""|""42"""
"""220130500""|""Sala de 4 años""|""Tarde""|""49"""
"""220130500""|""Sala de 4 años""|NULL|""91"""
"""220130500""|""Sala de 5 años""|""Mañana""|""57"""
"""220130500""|""Sala de 5 años""|""Tarde""|""32"""
"""220130500""|""Sala de 5 años""|NULL|""89"""
"""220130600""|""Sala de 2 años""|""Mañana""|""11"""
"""220130600""|""Sala de 2 años""|""Tarde""|""10"""
"""220130600""|""Sala de 2 años""|NULL|""21"""
"""220130600""|""Sala de 3 años""|""Mañana""|""24"""
"""220130600""|""Sala de 3 años""|""Tarde""|""25"""
"""220130600""|""Sala de 3 años""|NULL|""49"""
"""220130600""|""Sala de 4 años""|""Mañana""|""22"""
"""220130600""|""Sala de 4 años""|""Tarde""|""21"""
"""220130600""|""Sala de 4 años""|NULL|""43"""
"""220130600""|""Sala de 5 años""|""Mañana""|""23"""
"""220130600""|""Sala de 5 años""|""Tarde""|""22"""
"""220130600""|""Sala de 5 años""|NULL|""45"""
"""220130700""|""Sala de 2 años""|""Mañana""|""12"""
"""220130700""|""Sala de 2 años""|""Tarde""|""12"""
"""220130700""|""Sala de 2 años""|NULL|""24"""
"""220130700""|""Sala de 3 años""|""Mañana""|""24"""
"""220130700""|""Sala de 3 años""|""Tarde""|""23"""
"""220130700""|""Sala de 3 años""|NULL|""47"""
"""220130700""|""Sala de 4 años""|""Mañana""|""33"""
"""220130700""|""Sala de 4 años""|""Tarde""|""30"""
"""220130700""|""Sala de 4 años""|NULL|""63"""
"""220130700""|""Sala de 5 años""|""Mañana""|""27"""
"""220130700""|""Sala de 5 años""|""Tarde""|""27"""
"""220130700""|""Sala de 5 años""|NULL|""54"""
"""220131500""|""Sala de 3 años""|""Mañana""|""1"""
"""220131500""|""Sala de 3 años""|NULL|""1"""
"""220131500""|""Sala de 4 años""|""Mañana""|""2"""
"""220131500""|""Sala de 4 años""|NULL|""2"""
"""220131500""|""Sala de 5 años""|""Mañana""|""2"""
"""220131500""|""Sala de 5 años""|NULL|""2"""
"""220131600""|""Sala de 3 años""|""Mañana""|""1"""
"""220131600""|""Sala de 3 años""|NULL|""1"""
"""220131600""|""Sala de 4 años""|""Mañana""|""1"""
"""220131600""|""Sala de 4 años""|NULL|""1"""
"""220131600""|""Sala de 5 años""|""Mañana""|""2"""
"""220131600""|""Sala de 5 años""|NULL|""2"""
"""220131900""|""Sala de 4 años""|""Mañana""|""1"""
"""220131900""|""Sala de 4 años""|NULL|""1"""
"""220131900""|""Sala de 5 años""|""Mañana""|""1"""
"""220131900""|""Sala de 5 años""|NULL|""1"""
"""220132100""|""Sala de 3 años""|""Mañana""|""1"""
"""220132100""|""Sala de 3 años""|NULL|""1"""
"""220132100""|""Sala de 4 años""|""Mañana""|""7"""
"""220132100""|""Sala de 4 años""|NULL|""7"""
"""220132100""|""Sala de 5 años""|""Mañana""|""8"""
"""220132100""|""Sala de 5 años""|NULL|""8"""
"""220132200""|""Sala de 3 años""|""Mañana""|""1"""
"""220132200""|""Sala de 3 años""|NULL|""1"""
"""220132200""|""Sala de 4 años""|""Mañana""|""3"""
"""220132200""|""Sala de 4 años""|NULL|""3"""
"""220132200""|""Sala de 5 años""|""Mañana""|""1"""
"""220132200""|""Sala de 5 años""|NULL|""1"""
"""220132300""|""Sala de 4 años""|""Mañana""|""4"""
"""220132300""|""Sala de 4 años""|NULL|""4"""
"""220132300""|""Sala de 5 años""|""Mañana""|""2"""
"""220132300""|""Sala de 5 años""|NULL|""2"""
"""220132800""|""Sala de 3 años""|""Tarde""|""15"""
"""220132800""|""Sala de 3 años""|NULL|""15"""
"""220132800""|""Sala de 4 años""|""Mañana""|""54"""
"""220132800""|""Sala de 4 años""|""Tarde""|""50"""
"""220132800""|""Sala de 4 años""|NULL|""104"""
"""220132800""|""Sala de 5 años""|""Mañana""|""54"""
"""220132800""|""Sala de 5 años""|""Tarde""|""33"""
"""220132800""|""Sala de 5 años""|NULL|""87"""
"""220134100""|""Sala de 3 años""|""Doble""|""9"""
"""220134100""|""Sala de 3 años""|NULL|""9"""
"""220134100""|""Sala de 4 años""|""Doble""|""3"""
"""220134100""|""Sala de 4 años""|NULL|""3"""
"""220134100""|""Sala de 5 años""|""Doble""|""3"""
"""220134100""|""Sala de 5 años""|NULL|""3"""
"""220134200""|""Sala de 3 años""|""Mañana""|""4"""
"""220134200""|""Sala de 3 años""|NULL|""4"""
"""220134200""|""Sala de 4 años""|""Mañana""|""2"""
"""220134200""|""Sala de 4 años""|NULL|""2"""
"""220134200""|""Sala de 5 años""|""Mañana""|""4"""
"""220134200""|""Sala de 5 años""|NULL|""4"""
"""220134500""|""Sala de 4 años""|""Doble""|""8"""
"""220134500""|""Sala de 4 años""|NULL|""8"""
"""220134500""|""Sala de 5 años""|""Doble""|""10"""
"""220134500""|""Sala de 5 años""|NULL|""10"""
"""220135000""|""Sala de 3 años""|""Mañana""|""2"""
"""220135000""|""Sala de 3 años""|NULL|""2"""
"""220135000""|""Sala de 4 años""|""Mañana""|""2"""
"""220135000""|""Sala de 4 años""|NULL|""2"""
"""220135000""|""Sala de 5 años""|""Mañana""|""7"""
"""220135000""|""Sala de 5 años""|NULL|""7"""
"""220135500""|""Sala de 3 años""|""Mañana""|""15"""
"""220135500""|""Sala de 3 años""|""Tarde""|""16"""
"""220135500""|""Sala de 3 años""|NULL|""31"""
"""220135500""|""Sala de 4 años""|""Mañana""|""36"""
"""220135500""|""Sala de 4 años""|""Tarde""|""33"""
"""220135500""|""Sala de 4 años""|NULL|""69"""
"""220135500""|""Sala de 5 años""|""Mañana""|""38"""
"""220135500""|""Sala de 5 años""|""Tarde""|""40"""
"""220135500""|""Sala de 5 años""|NULL|""78"""
"""220135600""|""Sala de 3 años""|""Mañana""|""2"""
"""220135600""|""Sala de 3 años""|NULL|""2"""
"""220135600""|""Sala de 4 años""|""Mañana""|""2"""
"""220135600""|""Sala de 4 años""|NULL|""2"""
"""220135600""|""Sala de 5 años""|""Mañana""|""2"""
"""220135600""|""Sala de 5 años""|NULL|""2"""
"""220135700""|""Sala de 3 años""|""Doble""|""7"""
"""220135700""|""Sala de 3 años""|NULL|""7"""
"""220135700""|""Sala de 4 años""|""Doble""|""17"""
"""220135700""|""Sala de 4 años""|NULL|""17"""
"""220135700""|""Sala de 5 años""|""Doble""|""10"""
"""220135700""|""Sala de 5 años""|NULL|""10"""
"""220136100""|""Sala de 4 años""|""Mañana""|""9"""
"""220136100""|""Sala de 4 años""|""Tarde""|""6"""
"""220136100""|""Sala de 4 años""|NULL|""15"""
"""220136100""|""Sala de 5 años""|""Mañana""|""13"""
"""220136100""|""Sala de 5 años""|""Tarde""|""17"""
"""220136100""|""Sala de 5 años""|NULL|""30"""
"""220136900""|""Sala de 3 años""|""Mañana""|""1"""
"""220136900""|""Sala de 3 años""|NULL|""1"""
"""220136900""|""Sala de 4 años""|""Mañana""|""3"""
"""220136900""|""Sala de 4 años""|NULL|""3"""
"""220136900""|""Sala de 5 años""|""Mañana""|""2"""
"""220136900""|""Sala de 5 años""|NULL|""2"""
"""220137200""|""Sala de 3 años""|""Mañana""|""2"""
"""220137200""|""Sala de 3 años""|NULL|""2"""
"""220137200""|""Sala de 4 años""|""Mañana""|""1"""
"""220137200""|""Sala de 4 años""|NULL|""1"""
"""220137300""|""Sala de 3 años""|""Mañana""|""2"""
"""220137300""|""Sala de 3 años""|NULL|""2"""
"""220137300""|""Sala de 4 años""|""Mañana""|""2"""
"""220137300""|""Sala de 4 años""|NULL|""2"""
"""220137300""|""Sala de 5 años""|""Mañana""|""2"""
"""220137300""|""Sala de 5 años""|NULL|""2"""
"""220137500""|""Sala de 3 años""|""Doble""|""6"""
"""220137500""|""Sala de 3 años""|NULL|""6"""
"""220137500""|""Sala de 4 años""|""Doble""|""9"""
"""220137500""|""Sala de 4 años""|NULL|""9"""
"""220137500""|""Sala de 5 años""|""Doble""|""15"""
"""220137500""|""Sala de 5 años""|NULL|""15"""
"""220138000""|""Sala de 3 años""|""Doble""|""1"""
"""220138000""|""Sala de 3 años""|NULL|""1"""
"""220138000""|""Sala de 4 años""|""Doble""|""5"""
"""220138000""|""Sala de 4 años""|NULL|""5"""
"""220138000""|""Sala de 5 años""|""Doble""|""2"""
"""220138000""|""Sala de 5 años""|NULL|""2"""
"""220138800""|""Sala de 4 años""|""Mañana""|""33"""
"""220138800""|""Sala de 4 años""|""Tarde""|""35"""
"""220138800""|""Sala de 4 años""|NULL|""68"""
"""220138800""|""Sala de 5 años""|""Mañana""|""31"""
"""220138800""|""Sala de 5 años""|""Tarde""|""37"""
"""220138800""|""Sala de 5 años""|NULL|""68"""
"""220138801""|""Sala de 4 años""|""Mañana""|""5"""
"""220138801""|""Sala de 4 años""|NULL|""5"""
"""220138801""|""Sala de 5 años""|""Mañana""|""5"""
"""220138801""|""Sala de 5 años""|NULL|""5"""
"""220138802""|""Sala de 4 años""|""Mañana""|""5"""
"""220138802""|""Sala de 4 años""|NULL|""5"""
"""220138802""|""Sala de 5 años""|""Mañana""|""8"""
"""220138802""|""Sala de 5 años""|NULL|""8"""
"""220139300""|""Sala de 3 años""|""Mañana""|""5"""
"""220139300""|""Sala de 3 años""|NULL|""5"""
"""220139300""|""Sala de 4 años""|""Mañana""|""5"""
"""220139300""|""Sala de 4 años""|NULL|""5"""
"""220139300""|""Sala de 5 años""|""Mañana""|""5"""
"""220139300""|""Sala de 5 años""|NULL|""5"""
"""220139500""|""Sala de 4 años""|""Mañana""|""21"""
"""220139500""|""Sala de 4 años""|NULL|""21"""
"""220139500""|""Sala de 5 años""|""Tarde""|""25"""
"""220139500""|""Sala de 5 años""|NULL|""25"""
"""220140200""|""Sala de 4 años""|""Mañana""|""36"""
"""220140200""|""Sala de 4 años""|NULL|""36"""
"""220140200""|""Sala de 5 años""|""Mañana""|""50"""
"""220140200""|""Sala de 5 años""|NULL|""50"""
"""220140900""|""Sala de 3 años""|""Mañana""|""33"""
"""220140900""|""Sala de 3 años""|NULL|""33"""
"""220140900""|""Sala de 4 años""|""Mañana""|""23"""
"""220140900""|""Sala de 4 años""|""Tarde""|""45"""
"""220140900""|""Sala de 4 años""|NULL|""68"""
"""220140900""|""Sala de 5 años""|""Mañana""|""24"""
"""220140900""|""Sala de 5 años""|""Tarde""|""42"""
"""220140900""|""Sala de 5 años""|NULL|""66"""
"""220141500""|""Sala de 2 años""|""Doble""|""24"""
"""220141500""|""Sala de 2 años""|NULL|""24"""
"""220141500""|""Sala de 3 años""|""Doble""|""35"""
"""220141500""|""Sala de 3 años""|NULL|""35"""
"""220141500""|""Sala de 4 años""|""Doble""|""42"""
"""220141500""|""Sala de 4 años""|NULL|""42"""
"""220141500""|""Sala de 5 años""|""Doble""|""46"""
"""220141500""|""Sala de 5 años""|NULL|""46"""
"""220141600""|""Sala de 4 años""|""Mañana""|""32"""
"""220141600""|""Sala de 4 años""|""Tarde""|""39"""
"""220141600""|""Sala de 4 años""|NULL|""71"""
"""220141600""|""Sala de 5 años""|""Mañana""|""49"""
"""220141600""|""Sala de 5 años""|""Tarde""|""61"""
"""220141600""|""Sala de 5 años""|NULL|""110"""
"""220141606""|""Sala de 3 años""|""Mañana""|""1"""
"""220141606""|""Sala de 3 años""|NULL|""1"""
"""220141606""|""Sala de 4 años""|""Mañana""|""2"""
"""220141606""|""Sala de 4 años""|NULL|""2"""
"""220141606""|""Sala de 5 años""|""Mañana""|""6"""
"""220141606""|""Sala de 5 años""|NULL|""6"""
"""220141607""|""Sala de 3 años""|""Mañana""|""4"""
"""220141607""|""Sala de 3 años""|""Tarde""|""4"""
"""220141607""|""Sala de 3 años""|NULL|""8"""
"""220141607""|""Sala de 4 años""|""Mañana""|""5"""
"""220141607""|""Sala de 4 años""|""Tarde""|""4"""
"""220141607""|""Sala de 4 años""|NULL|""9"""
"""220141607""|""Sala de 5 años""|""Mañana""|""4"""
"""220141607""|""Sala de 5 años""|""Tarde""|""4"""
"""220141607""|""Sala de 5 años""|NULL|""8"""
"""220142200""|""Sala de 3 años""|""Mañana""|""2"""
"""220142200""|""Sala de 3 años""|NULL|""2"""
"""220142200""|""Sala de 4 años""|""Mañana""|""5"""
"""220142200""|""Sala de 4 años""|NULL|""5"""
"""220142200""|""Sala de 5 años""|""Mañana""|""2"""
"""220142200""|""Sala de 5 años""|NULL|""2"""
"""220143100""|""Sala de 3 años""|""Mañana""|""1"""
"""220143100""|""Sala de 3 años""|NULL|""1"""
"""220143100""|""Sala de 4 años""|""Mañana""|""1"""
"""220143100""|""Sala de 4 años""|NULL|""1"""
"""220143100""|""Sala de 5 años""|""Mañana""|""3"""
"""220143100""|""Sala de 5 años""|NULL|""3"""
"""220143500""|""Sala de 4 años""|""Mañana""|""13"""
"""220143500""|""Sala de 4 años""|""Tarde""|""16"""
"""220143500""|""Sala de 4 años""|NULL|""29"""
"""220143500""|""Sala de 5 años""|""Mañana""|""13"""
"""220143500""|""Sala de 5 años""|""Tarde""|""23"""
"""220143500""|""Sala de 5 años""|NULL|""36"""
"""220144800""|""Deambuladores""|""Mañana""|""11"""
"""220144800""|""Deambuladores""|NULL|""11"""
"""220144800""|""Sala de 2 años""|""Mañana""|""17"""
"""220144800""|""Sala de 2 años""|""Tarde""|""9"""
"""220144800""|""Sala de 2 años""|NULL|""26"""
"""220144800""|""Sala de 3 años""|""Mañana""|""42"""
"""220144800""|""Sala de 3 años""|""Tarde""|""19"""
"""220144800""|""Sala de 3 años""|NULL|""61"""
"""220144800""|""Sala de 4 años""|""Mañana""|""36"""
"""220144800""|""Sala de 4 años""|""Tarde""|""9"""
"""220144800""|""Sala de 4 años""|NULL|""45"""
"""220144800""|""Sala de 5 años""|""Mañana""|""43"""
"""220144800""|""Sala de 5 años""|""Tarde""|""9"""
"""220144800""|""Sala de 5 años""|NULL|""52"""
"""220144900""|""Deambuladores""|""Mañana""|""21"""
"""220144900""|""Deambuladores""|""Tarde""|""15"""
"""220144900""|""Deambuladores""|NULL|""36"""
"""220144900""|""Sala de 2 años""|""Mañana""|""34"""
"""220144900""|""Sala de 2 años""|""Tarde""|""22"""
"""220144900""|""Sala de 2 años""|NULL|""56"""
"""220144900""|""Sala de 3 años""|""Mañana""|""23"""
"""220144900""|""Sala de 3 años""|""Tarde""|""22"""
"""220144900""|""Sala de 3 años""|NULL|""45"""
"""220144900""|""Sala de 4 años""|""Mañana""|""21"""
"""220144900""|""Sala de 4 años""|""Tarde""|""5"""
"""220144900""|""Sala de 4 años""|NULL|""26"""
"""220144900""|""Sala de 5 años""|""Mañana""|""17"""
"""220144900""|""Sala de 5 años""|""Tarde""|""5"""
"""220144900""|""Sala de 5 años""|NULL|""22"""
"""220145000""|""Sala de 4 años""|""Mañana""|""21"""
"""220145000""|""Sala de 4 años""|""Tarde""|""49"""
"""220145000""|""Sala de 4 años""|NULL|""70"""
"""220145000""|""Sala de 5 años""|""Mañana""|""73"""
"""220145000""|""Sala de 5 años""|""Tarde""|""22"""
"""220145000""|""Sala de 5 años""|NULL|""95"""
"""220146300""|""Sala de 3 años""|""Mañana""|""9"""
"""220146300""|""Sala de 3 años""|NULL|""9"""
"""220146300""|""Sala de 4 años""|""Mañana""|""12"""
"""220146300""|""Sala de 4 años""|NULL|""12"""
"""220146300""|""Sala de 5 años""|""Mañana""|""82"""
"""220146300""|""Sala de 5 años""|NULL|""82"""
"""220146500""|""Sala de 4 años""|""Mañana""|""23"""
"""220146500""|""Sala de 4 años""|""Tarde""|""43"""
"""220146500""|""Sala de 4 años""|NULL|""66"""
"""220146500""|""Sala de 5 años""|""Mañana""|""70"""
"""220146500""|""Sala de 5 años""|""Tarde""|""50"""
"""220146500""|""Sala de 5 años""|NULL|""120"""
"""220146800""|""Sala de 4 años""|""Mañana""|""23"""
"""220146800""|""Sala de 4 años""|""Tarde""|""25"""
"""220146800""|""Sala de 4 años""|NULL|""48"""
"""220146800""|""Sala de 5 años""|""Mañana""|""24"""
"""220146800""|""Sala de 5 años""|""Tarde""|""17"""
"""220146800""|""Sala de 5 años""|NULL|""41"""
"""220147200""|""Sala de 3 años""|""Mañana""|""3"""
"""220147200""|""Sala de 3 años""|NULL|""3"""
"""220147200""|""Sala de 4 años""|""Mañana""|""3"""
"""220147200""|""Sala de 4 años""|NULL|""3"""
"""220147200""|""Sala de 5 años""|""Mañana""|""11"""
"""220147200""|""Sala de 5 años""|NULL|""11"""
"""220147300""|""Sala de 3 años""|""Mañana""|""4"""
"""220147300""|""Sala de 3 años""|NULL|""4"""
"""220147300""|""Sala de 4 años""|""Mañana""|""4"""
"""220147300""|""Sala de 4 años""|NULL|""4"""
"""220147300""|""Sala de 5 años""|""Mañana""|""4"""
"""220147300""|""Sala de 5 años""|NULL|""4"""
"""220147301""|""Sala de 3 años""|""Mañana""|""2"""
"""220147301""|""Sala de 3 años""|NULL|""2"""
"""220147301""|""Sala de 4 años""|""Mañana""|""3"""
"""220147301""|""Sala de 4 años""|NULL|""3"""
"""220147301""|""Sala de 5 años""|""Mañana""|""3"""
"""220147301""|""Sala de 5 años""|NULL|""3"""
"""220148900""|""Sala de 3 años""|""Tarde""|""19"""
"""220148900""|""Sala de 3 años""|NULL|""19"""
"""220148900""|""Sala de 4 años""|""Mañana""|""33"""
"""220148900""|""Sala de 4 años""|NULL|""33"""
"""220148900""|""Sala de 5 años""|""Mañana""|""14"""
"""220148900""|""Sala de 5 años""|""Tarde""|""15"""
"""220148900""|""Sala de 5 años""|NULL|""29"""
"""220149200""|""Sala de 4 años""|""Mañana""|""44"""
"""220149200""|""Sala de 4 años""|""Tarde""|""44"""
"""220149200""|""Sala de 4 años""|NULL|""88"""
"""220149200""|""Sala de 5 años""|""Mañana""|""68"""
"""220149200""|""Sala de 5 años""|""Tarde""|""65"""
"""220149200""|""Sala de 5 años""|NULL|""133"""
"""220149300""|""Sala de 3 años""|""Tarde""|""7"""
"""220149300""|""Sala de 3 años""|NULL|""7"""
"""220149300""|""Sala de 4 años""|""Mañana""|""30"""
"""220149300""|""Sala de 4 años""|""Tarde""|""31"""
"""220149300""|""Sala de 4 años""|NULL|""61"""
"""220149300""|""Sala de 5 años""|""Mañana""|""46"""
"""220149300""|""Sala de 5 años""|""Tarde""|""23"""
"""220149300""|""Sala de 5 años""|NULL|""69"""
"""220149400""|""Sala de 4 años""|""Mañana""|""40"""
"""220149400""|""Sala de 4 años""|""Tarde""|""39"""
"""220149400""|""Sala de 4 años""|NULL|""79"""
"""220149400""|""Sala de 5 años""|""Mañana""|""45"""
"""220149400""|""Sala de 5 años""|""Tarde""|""43"""
"""220149400""|""Sala de 5 años""|NULL|""88"""
"""220149500""|""Sala de 4 años""|""Mañana""|""30"""
"""220149500""|""Sala de 4 años""|""Tarde""|""46"""
"""220149500""|""Sala de 4 años""|NULL|""76"""
"""220149500""|""Sala de 5 años""|""Mañana""|""51"""
"""220149500""|""Sala de 5 años""|""Tarde""|""29"""
"""220149500""|""Sala de 5 años""|NULL|""80"""
"""220149600""|""Sala de 3 años""|""Tarde""|""15"""
"""220149600""|""Sala de 3 años""|NULL|""15"""
"""220149600""|""Sala de 4 años""|""Mañana""|""42"""
"""220149600""|""Sala de 4 años""|""Tarde""|""42"""
"""220149600""|""Sala de 4 años""|NULL|""84"""
"""220149600""|""Sala de 5 años""|""Mañana""|""43"""
"""220149600""|""Sala de 5 años""|""Tarde""|""22"""
"""220149600""|""Sala de 5 años""|NULL|""65"""
"""220149700""|""Sala de 4 años""|""Tarde""|""43"""
"""220149700""|""Sala de 4 años""|NULL|""43"""
"""220149700""|""Sala de 5 años""|""Mañana""|""36"""
"""220149700""|""Sala de 5 años""|""Tarde""|""20"""
"""220149700""|""Sala de 5 años""|NULL|""56"""
"""220149800""|""Sala de 3 años""|""Mañana""|""10"""
"""220149800""|""Sala de 3 años""|""Tarde""|""3"""
"""220149800""|""Sala de 3 años""|NULL|""13"""
"""220149800""|""Sala de 4 años""|""Mañana""|""7"""
"""220149800""|""Sala de 4 años""|""Tarde""|""23"""
"""220149800""|""Sala de 4 años""|NULL|""30"""
"""220149800""|""Sala de 5 años""|""Tarde""|""12"""
"""220149800""|""Sala de 5 años""|NULL|""12"""
"""220149900""|""Deambuladores""|""Mañana""|""15"""
"""220149900""|""Deambuladores""|NULL|""15"""
"""220149900""|""Sala de 2 años""|""Mañana""|""15"""
"""220149900""|""Sala de 2 años""|NULL|""15"""
"""220149900""|""Sala de 3 años""|""Mañana""|""15"""
"""220149900""|""Sala de 3 años""|NULL|""15"""
"""220149900""|""Sala de 4 años""|""Mañana""|""36"""
"""220149900""|""Sala de 4 años""|NULL|""36"""
"""220149900""|""Sala de 5 años""|""Mañana""|""37"""
"""220149900""|""Sala de 5 años""|NULL|""37"""
"""220150000""|""Sala de 4 años""|""Mañana""|""39"""
"""220150000""|""Sala de 4 años""|""Tarde""|""40"""
"""220150000""|""Sala de 4 años""|NULL|""79"""
"""220150000""|""Sala de 5 años""|""Mañana""|""41"""
"""220150000""|""Sala de 5 años""|""Tarde""|""40"""
"""220150000""|""Sala de 5 años""|NULL|""81"""
"""220150100""|""Sala de 4 años""|""Mañana""|""39"""
"""220150100""|""Sala de 4 años""|""Tarde""|""36"""
"""220150100""|""Sala de 4 años""|NULL|""75"""
"""220150100""|""Sala de 5 años""|""Mañana""|""46"""
"""220150100""|""Sala de 5 años""|""Tarde""|""46"""
"""220150100""|""Sala de 5 años""|NULL|""92"""
"""220150200""|""Sala de 2 años""|""Mañana""|""13"""
"""220150200""|""Sala de 2 años""|NULL|""13"""
"""220150200""|""Sala de 3 años""|""Mañana""|""17"""
"""220150200""|""Sala de 3 años""|""Tarde""|""18"""
"""220150200""|""Sala de 3 años""|NULL|""35"""
"""220150200""|""Sala de 4 años""|""Mañana""|""47"""
"""220150200""|""Sala de 4 años""|""Tarde""|""24"""
"""220150200""|""Sala de 4 años""|NULL|""71"""
"""220150200""|""Sala de 5 años""|""Mañana""|""49"""
"""220150200""|""Sala de 5 años""|""Tarde""|""51"""
"""220150200""|""Sala de 5 años""|NULL|""100"""
"""220150300""|""Sala de 4 años""|""Mañana""|""56"""
"""220150300""|""Sala de 4 años""|""Tarde""|""2"""
"""220150300""|""Sala de 4 años""|NULL|""58"""
"""220150300""|""Sala de 5 años""|""Mañana""|""39"""
"""220150300""|""Sala de 5 años""|""Tarde""|""25"""
"""220150300""|""Sala de 5 años""|NULL|""64"""
"""220150400""|""Sala de 3 años""|""Mañana""|""16"""
"""220150400""|""Sala de 3 años""|""Tarde""|""16"""
"""220150400""|""Sala de 3 años""|NULL|""32"""
"""220150400""|""Sala de 4 años""|""Mañana""|""22"""
"""220150400""|""Sala de 4 años""|""Tarde""|""41"""
"""220150400""|""Sala de 4 años""|NULL|""63"""
"""220150400""|""Sala de 5 años""|""Mañana""|""47"""
"""220150400""|""Sala de 5 años""|""Tarde""|""24"""
"""220150400""|""Sala de 5 años""|NULL|""71"""
"""220150500""|""Sala de 4 años""|""Mañana""|""46"""
"""220150500""|""Sala de 4 años""|""Tarde""|""43"""
"""220150500""|""Sala de 4 años""|NULL|""89"""
"""220150500""|""Sala de 5 años""|""Mañana""|""49"""
"""220150500""|""Sala de 5 años""|""Tarde""|""44"""
"""220150500""|""Sala de 5 años""|NULL|""93"""
"""220150501""|""Sala de 3 años""|""Mañana""|""15"""
"""220150501""|""Sala de 3 años""|""Tarde""|""15"""
"""220150501""|""Sala de 3 años""|NULL|""30"""
"""220150501""|""Sala de 4 años""|""Mañana""|""13"""
"""220150501""|""Sala de 4 años""|""Tarde""|""12"""
"""220150501""|""Sala de 4 años""|NULL|""25"""
"""220150501""|""Sala de 5 años""|""Mañana""|""12"""
"""220150501""|""Sala de 5 años""|""Tarde""|""13"""
"""220150501""|""Sala de 5 años""|NULL|""25"""
"""220150600""|""Sala de 3 años""|""Mañana""|""15"""
"""220150600""|""Sala de 3 años""|""Tarde""|""15"""
"""220150600""|""Sala de 3 años""|NULL|""30"""
"""220150600""|""Sala de 4 años""|""Mañana""|""24"""
"""220150600""|""Sala de 4 años""|""Tarde""|""25"""
"""220150600""|""Sala de 4 años""|NULL|""49"""
"""220150600""|""Sala de 5 años""|""Mañana""|""36"""
"""220150600""|""Sala de 5 años""|""Tarde""|""36"""
"""220150600""|""Sala de 5 años""|NULL|""72"""
"""220150700""|""Sala de 3 años""|""Tarde""|""15"""
"""220150700""|""Sala de 3 años""|NULL|""15"""
"""220150700""|""Sala de 4 años""|""Mañana""|""18"""
"""220150700""|""Sala de 4 años""|""Tarde""|""11"""
"""220150700""|""Sala de 4 años""|NULL|""29"""
"""220150700""|""Sala de 5 años""|""Mañana""|""20"""
"""220150700""|""Sala de 5 años""|""Tarde""|""11"""
"""220150700""|""Sala de 5 años""|NULL|""31"""
"""220150800""|""Sala de 4 años""|""Mañana""|""39"""
"""220150800""|""Sala de 4 años""|""Tarde""|""32"""
"""220150800""|""Sala de 4 años""|NULL|""71"""
"""220150800""|""Sala de 5 años""|""Mañana""|""72"""
"""220150800""|""Sala de 5 años""|""Tarde""|""77"""
"""220150800""|""Sala de 5 años""|NULL|""149"""
"""220150900""|""Sala de 4 años""|""Mañana""|""39"""
"""220150900""|""Sala de 4 años""|""Tarde""|""44"""
"""220150900""|""Sala de 4 años""|NULL|""83"""
"""220150900""|""Sala de 5 años""|""Mañana""|""45"""
"""220150900""|""Sala de 5 años""|""Tarde""|""43"""
"""220150900""|""Sala de 5 años""|NULL|""88"""
"""220151000""|""Sala de 4 años""|""Mañana""|""38"""
"""220151000""|""Sala de 4 años""|""Tarde""|""17"""
"""220151000""|""Sala de 4 años""|NULL|""55"""
"""220151000""|""Sala de 5 años""|""Mañana""|""22"""
"""220151000""|""Sala de 5 años""|""Tarde""|""36"""
"""220151000""|""Sala de 5 años""|NULL|""58"""
"""220151200""|""Sala de 3 años""|""Mañana""|""6"""
"""220151200""|""Sala de 3 años""|""Tarde""|""7"""
"""220151200""|""Sala de 3 años""|NULL|""13"""
"""220151200""|""Sala de 4 años""|""Mañana""|""7"""
"""220151200""|""Sala de 4 años""|NULL|""7"""
"""220151200""|""Sala de 5 años""|""Mañana""|""11"""
"""220151200""|""Sala de 5 años""|NULL|""11"""
"""220155000""|""Sala de 3 años""|""Mañana""|""2"""
"""220155000""|""Sala de 3 años""|NULL|""2"""
"""220155000""|""Sala de 4 años""|""Mañana""|""3"""
"""220155000""|""Sala de 4 años""|NULL|""3"""
"""220155000""|""Sala de 5 años""|""Mañana""|""2"""
"""220155000""|""Sala de 5 años""|NULL|""2"""
"""220155100""|""Sala de 4 años""|""Tarde""|""18"""
"""220155100""|""Sala de 4 años""|NULL|""18"""
"""220155100""|""Sala de 5 años""|""Mañana""|""24"""
"""220155100""|""Sala de 5 años""|NULL|""24"""
"""220155900""|""Sala de 4 años""|""Mañana""|""23"""
"""220155900""|""Sala de 4 años""|""Tarde""|""22"""
"""220155900""|""Sala de 4 años""|NULL|""45"""
"""220155900""|""Sala de 5 años""|""Mañana""|""42"""
"""220155900""|""Sala de 5 años""|""Tarde""|""42"""
"""220155900""|""Sala de 5 años""|NULL|""84"""
"""220155901""|""Sala de 4 años""|""Mañana""|""22"""
