"codigo"|"calles"|"long"|"lat"|"empresa"|"orden"|"distan_paradas"|"lineas"|"Unnamed: 8"
"C02321"|"H. YRIGOYEN Y JOSE HERANDEZ"|"-58.979329999999997"|"-27.45586"|"Línea 104 Barrio 200 Viviendas (Barranqueras) - Barrio Jorge Newbery VUELTA"|"30"|"284.0"|"Línea 104 "|""
"C02322"|"YRIGOYEN Y AV. ITALIA"|"-58.981059999999999"|"-27.45433"|"Línea 104 Barrio 200 Viviendas (Barranqueras) - Barrio Jorge Newbery VUELTA"|"31"|"241.0"|"Línea 104 "|""
"C02027"|"AV. SAN MARTIN Y AV. LAS ACACIAS"|"-58.922739999999997"|"-27.47058"|""|""|""|"#¡VALOR!"|""
"C02323"|"H. YRIGOYEN Y LOPEZ Y PLANES"|"-58.982869999999998"|"-27.4527"|"Línea 8 D Barrio UOM - Asentamiento 29 de Agosto VUELTA"|"20"|"234.0"|"Línea 8 D "|""
"C02538"|"Av. España y Franklin"|"-58.956130000000002"|"-27.48767"|"Línea 106 B Barrio Juan Domingo Perón - Barrio San Antonio (Barranqueras) IDA"|"42"|"178.0"|"Línea 106 B "|""
"C02325"|"CORRIENTES Y MITRE"|"-58.984659999999998"|"-27.44808"|"Línea 3 C Barrio Monte Alto - Barrio Vial VUELTA"|"14"|"112.0"|"Línea 3 C "|""
"C01052"|"PÍO XII Y SALTA"|"-58.997999999999998"|"-27.44561"|"Línea 8 D  Asentamiento 29 de Agosto - Barrio UOM IDA"|"17"|"288.0"|"Línea 8 D "|""
"C01053"|"SALTA Y AV HERNANDARIAS"|"-58.996380000000002"|"-27.44709"|"Línea 8 D  Asentamiento 29 de Agosto - Barrio UOM IDA"|"18"|"230.0"|"Línea 8 D "|""
"C02327"|"SALTA Y SANTA MARIA DE ORO"|"-58.990240000000000"|"-27.4526"|"Línea 3 B Barrio Vial - Barrio Los Troncos IDA"|"21"|"476.0"|"Línea 3 B "|""
"C02328"|"AV. ALBERDI Y SANTIAGO DEL ESTERO"|"-58.989899999999999"|"-27.45405"|"Línea 9 B Hipermercado Libertad - Villa Don Andrés VUELTA"|"43"|"350.0"|"Línea 9 B "|""
"C02034"|"AV SAN MARTIN Y MISIONES"|"-58.924160000000001"|"-27.47183"|"Línea  207 Barranqueras - Fontana IDA"|"4"|"295.0"|"Línea  207 "|""
"C02330"|"AV. ALBERDI Y AV ALVEAR"|"-58.993459999999999"|"-27.45718"|"Línea 9 B Hipermercado Libertad - Villa Don Andrés VUELTA"|"45"|"228.0"|"Línea 9 B "|""
"C02035"|"AV SA MARTIN Y SAN JUAN"|"-58.926720000000003"|"-27.47411"|"Línea  207 Barranqueras - Fontana IDA"|"5"|"358.0"|"Línea  207 "|""
"C02036"|"AV SAN MARTIN Y AV PASTEUR"|"-58.928590000000000"|"-27.47574"|"Línea 110 La Toma (Barranqueras) - Barrio Los Cisnes  VUELTA"|"8"|"259.0"|"Línea 110 "|""
"C02331"|"AV. LAVEAR Y NECOCHEA"|"-58.995989999999999"|"-27.45511"|"Línea 8 B  Barrio UOM - Barberan  VUELTA"|"33"|"398.0"|"Línea 8 B "|""
"C02539"|"Av. España y M. Briolini"|"-58.958710000000004"|"-27.49007"|""|""|""|"#¡VALOR!"|""
"C02540"|"Av. España y Carlos Boggio"|"-58.959600000000002"|"-27.49092"|""|""|""|"#¡VALOR!"|""
"C02541"|"Av. España y Marmol"|"-58.960479999999997"|"-27.49174"|""|""|""|"#¡VALOR!"|""
"C02542"|"Av. España y Av. Toledo"|"-58.962240000000001"|"-27.4932"|""|""|""|"#¡VALOR!"|""
"C02543"|"Av. Toledo y Yatay"|"-58.960590000000003"|"-27.49483"|"Línea 106 B Barrio Juan Domingo Perón - Barrio San Antonio (Barranqueras) IDA"|"47"|"135.0"|"Línea 106 B "|""
"C00274"|"TATANE Y FRANKLIN"|"-58.950519999999997"|"-27.49276"|"Línea 106 C Barrio 200 Viviendas (Barranqueras) - Barrio Juan Domingo Perón VUELTA"|"6"|"258.0"|"Línea 106 C "|""
"C02544"|"Av. Toledo y Timbo"|"-58.959470000000003"|"-27.49576"|"Línea 106 B Barrio Juan Domingo Perón - Barrio San Antonio (Barranqueras) IDA"|"48"|"151.0"|"Línea 106 B "|""
"C02546"|"Av. Toledo y Ceibo"|"-58.956319999999998"|"-27.49858"|"Línea 106 C Barrio Juan Domingo Perón - Barrio 200 Viviendas (Barranqueras) IDA"|"48"|"321.0"|"Línea 106 C "|""
"C02332"|"AV. ALVEAR Y FRAY CAPELLI"|"-59.006059999999998"|"-27.44632"|"Línea 104 Barrio 200 Viviendas (Barranqueras) - Barrio Jorge Newbery VUELTA"|"50"|"118.0"|"Línea 104 "|""
"C02333"|"AV. ALVEAR Y AV. MAC LEAN"|"-59.007759999999998"|"-27.44479"|"Línea 205 Resistencia - Fontana IDA"|"30"|"109.0"|"Línea 205 "|""
"C02547"|"Nicolas Rojas Acosta y Edison"|"-58.957650000000001"|"-27.50196"|"Línea 106 B Barrio Juan Domingo Perón - Barrio San Antonio (Barranqueras) IDA"|"51"|"502.0"|"Línea 106 B "|""
"C02334"|"AV. MAC LEAN Y LOS ANDES"|"-59.010320000000000"|"-27.44656"|"Línea 8 D Barrio UOM - Asentamiento 29 de Agosto VUELTA"|"34"|"242.0"|"Línea 8 D "|""
"C02548"|"Nicolas Rojas Acosta y Fortin Alvarado"|"-58.959229999999998"|"-27.50337"|"Línea 106 B Barrio Juan Domingo Perón - Barrio San Antonio (Barranqueras) IDA"|"52"|"221.0"|"Línea 106 B "|""
"C02335"|"LA PAMPA Y GRAL. MANSILLA"|"-59.012889999999999"|"-27.44697"|"Línea 8 D Barrio UOM - Asentamiento 29 de Agosto VUELTA"|"36"|"280.0"|"Línea 8 D "|""
"C02549"|"NICOLAS ROJAS ACOSTA Y FORTIN AGUILAR"|"-58.962359999999997"|"-27.50615"|"Línea 106 B Barrio Juan Domingo Perón - Barrio San Antonio (Barranqueras) IDA"|"53"|"438.0"|"Línea 106 B "|""
"C02336"|"LA PAMPA Y CALLE S/N° (GARITA)"|"-59.014290000000003"|"-27.44581"|"Línea 8 C Barrio UOM - Asentamiento 29 de Agosto  VUELTA"|"39"|"189.0"|"Línea 8 C "|""
"C02550"|"NICOLAS ROJAS ACOSTA Y FORTIN LOS POZOS"|"-58.963180000000001"|"-27.50693"|"Línea 106 B Barrio Juan Domingo Perón - Barrio San Antonio (Barranqueras) IDA"|"54"|"118.0"|"Línea 106 B "|""
"C02038"|"SANTIAGO DEL ESTERO Y CANGALLO"|"-58.995939999999997"|"-27.44882"|"Línea 8 D Barrio UOM - Asentamiento 29 de Agosto VUELTA"|"28"|"255.0"|"Línea 8 D "|""
"C02337"|"FRAY BERTACA"|"-59.015309999999999"|"-27.44487"|"Línea 8 D Barrio UOM - Asentamiento 29 de Agosto VUELTA"|"37"|"334.0"|"Línea 8 D "|""
"C00280"|"MIGUEL CANE Y AV. PARAGUAY"|"-58.936160000000001"|"-27.48778"|"Línea 203 Puerto Vilelas - Barranqueras  VUELTA"|"29"|"248.0"|"Línea 203 "|""
"C02551"|"NICOLAS ROJAS ACOSTA Y FORTIN TAPENAGA"|"-58.964089999999999"|"-27.5077"|"Línea 106 B Barrio Juan Domingo Perón - Barrio San Antonio (Barranqueras) IDA"|"55"|"124.0"|"Línea 106 B "|""
"C02039"|"AV HERNANDARIAS Y JUJUY"|"-58.998849999999997"|"-27.4493"|"Línea 110 La Toma (Barranqueras) - Barrio Los Cisnes  VUELTA"|"44"|"380.0"|"Línea 110 "|""
"C02338"|"FRAY BERTACA Y ISABEL LA CATOLICA"|"-59.016900000000000"|"-27.44608"|"Línea 8 D Barrio UOM - Asentamiento 29 de Agosto VUELTA"|"38"|"211.0"|"Línea 8 D "|""
"C02552"|"NICOLAS ROJAS ACOSTA Y AV. SOBERANIA NACIONAL"|"-58.964919999999999"|"-27.50848"|"Línea 106 B Barrio Juan Domingo Perón - Barrio San Antonio (Barranqueras) IDA"|"56"|"120.0"|"Línea 106 B "|""
"C01054"|"AV HERNANDARIAS Y JULIO A ROCA"|"-58.994540000000001"|"-27.44544"|"Línea 101 Barranqueras - Barrio Santa Inés IDA"|"40"|"641.0"|"Línea 101 "|""
"C02339"|"FRAY BERTACA Y FALUCHO"|"-59.019559999999998"|"-27.44848"|"Línea 8 D Barrio UOM - Asentamiento 29 de Agosto VUELTA"|"39"|"375.0"|"Línea 8 D "|""
"C02340"|"FRAY BERTACA Y JERICO"|"-59.020580000000002"|"-27.44938"|"Línea 8 D Barrio UOM - Asentamiento 29 de Agosto VUELTA"|"40"|"142.0"|"Línea 8 D "|""
"C02040"|"AV HERNANDARIA Y MENDOZA"|"-58.999740000000003"|"-27.45009"|"Línea 110 La Toma (Barranqueras) - Barrio Los Cisnes  VUELTA"|"45"|"125.0"|"Línea 110 "|""
"C02341"|"FRAY BERTACA Y NIÑOS BORONAT"|"-59.022250000000000"|"-27.45087"|"Línea 8 C Barrio UOM - Asentamiento 29 de Agosto  VUELTA"|"43"|"376.0"|"Línea 8 C "|""
"C02041"|"AV HERNANDARIA Y MOLINA"|"-59.002380000000002"|"-27.4524"|"Línea 110 La Toma (Barranqueras) - Barrio Los Cisnes  VUELTA"|"46"|"366.0"|"Línea 110 "|""
"C02555"|"AV.SOBERANIA NACONAL Y ALGARROBO"|"-58.967630000000000"|"-27.50596"|"Línea 106 B Barrio Juan Domingo Perón - Barrio San Antonio (Barranqueras) IDA"|"57"|"408.0"|"Línea 106 B "|""
"C02342"|"FRAY BERTACA Y JUAN E. GODOY"|"-59.023969999999998"|"-27.45241"|"Línea 8 C Barrio UOM - Asentamiento 29 de Agosto  VUELTA"|"44"|"241.0"|"Línea 8 C "|""
"C00281"|"MIGUEL CANE Y AV. LAPRIDA"|"-58.933520000000001"|"-27.48545"|"Línea 203 Puerto Vilelas - Barranqueras  VUELTA"|"30"|"368.0"|"Línea 203 "|""
"C02042"|"AV HERNANDARIAS Y ROLDAN"|"-59.004080000000002"|"-27.45391"|"Línea 110 La Toma (Barranqueras) - Barrio Los Cisnes  VUELTA"|"47"|"238.0"|"Línea 110 "|""
"C02043"|"AV. HERNANDARIAS Y CARLOS GARDEL"|"-59.005710000000001"|"-27.45537"|"Línea 110 La Toma (Barranqueras) - Barrio Los Cisnes  VUELTA"|"48"|"228.0"|"Línea 110 "|""
"C02343"|"FRAY BERTACA Y FRANCISCO PETAK"|"-59.025539999999999"|"-27.45382"|"Línea 8 D Barrio UOM - Asentamiento 29 de Agosto VUELTA"|"42"|"313.0"|"Línea 8 D "|""
"C00282"|"FRAY MOCHO Y SGTO. CABRAL"|"-58.930799999999998"|"-27.48608"|"Línea 203 Puerto Vilelas - Barranqueras  VUELTA"|"31"|"384.0"|"Línea 203 "|""
"C00283"|"FRAY MOCHO Y LOS COLONIZADORES"|"-58.928890000000003"|"-27.48439"|"Línea 203 Puerto Vilelas - Barranqueras  VUELTA"|"32"|"266.0"|"Línea 203 "|""
"C02044"|"AV HERNANDARIAS Y AV MARCONI"|"-59.007939999999998"|"-27.4574"|"Línea 3 A Shopping Sarmiento - Barrio Vial VUELTA"|"36"|"330.0"|"Línea 3 A "|""
"C02556"|"AV SOBERANIA NACIONAL  Y TIMBO"|"-58.970160000000000"|"-27.5036"|"Línea 106 B Barrio Juan Domingo Perón - Barrio San Antonio (Barranqueras) IDA"|"58"|"362.0"|"Línea 106 B "|""
"C02557"|"AV. SOBERANIA NACIONAL Y ESPAÑA"|"-58.972020000000001"|"-27.50222"|"Línea 106 B Barrio Juan Domingo Perón - Barrio San Antonio (Barranqueras) IDA"|"59"|"239.0"|"Línea 106 B "|""
"C00284"|"FRAY MOCHO Y LEON ZORILLA"|"-58.927199999999999"|"-27.48283"|"Línea 203 Puerto Vilelas - Barranqueras  VUELTA"|"33"|"241.0"|"Línea 203 "|""
"C02045"|"AV MARCONI Y CAPITAN GIACHINO"|"-59.010489999999997"|"-27.45517"|"Línea 110 La Toma (Barranqueras) - Barrio Los Cisnes  VUELTA"|"50"|"312.0"|"Línea 110 "|""
"C00285"|"ASUNCION Y MIGUEL CANE"|"-58.927930000000003"|"-27.48041"|"Línea 203 Puerto Vilelas - Barranqueras  VUELTA"|"34"|"364.0"|"Línea 203 "|""
"C02046"|"CAPITAN GIACHINO E INMACULADA CONCEPCION"|"-59.012120000000003"|"-27.45701"|"Línea 110 La Toma (Barranqueras) - Barrio Los Cisnes  VUELTA"|"51"|"239.0"|"Línea 110 "|""
"C00286"|"ASUNCION Y JOAQUIN B. GONZALEZ"|"-58.929699999999997"|"-27.47883"|"Línea 203 Puerto Vilelas - Barranqueras  VUELTA"|"35"|"248.0"|"Línea 203 "|""
"C02047"|"CAPITAN GIACHINO Y C. GARCIA TOMAS P."|"-59.013410000000000"|"-27.45814"|"Línea 3 A Shopping Sarmiento - Barrio Vial VUELTA"|"42"|"205.0"|"Línea 3 A "|""
"C00287"|"ASUNCION Y SAN MARTIN"|"-58.930520000000001"|"-27.47803"|"Línea 203 Puerto Vilelas - Barranqueras  VUELTA"|"36"|"193.0"|"Línea 203 "|""
"C02558"|"AV. SOBERANIA NACIONAL Y ESPAÑA"|"-58.972160000000002"|"-27.50232"|"Línea 5 B Villa Chica - Barrio UOM VUELTA"|"56"|"1032.0"|"Línea 5 B "|""
"C02344"|"AV. ISLAS MALVINAS Y VICTORIO PEREYRA"|"-59.028770000000002"|"-27.45175"|"Línea 8 C Barrio UOM - Asentamiento 29 de Agosto  VUELTA"|"47"|"222.0"|"Línea 8 C "|""
"C02559"|"AV SOBERANIA NACIONAL  Y TIMBO"|"-58.970460000000003"|"-27.50387"|"Línea 106 B Barrio San Antonio (Barranqueras) - Barrio Juan Domingo Perón VUELTA"|"2"|"241.0"|"Línea 106 B "|""
"C02048"|"CAPITAN GIACHINO Y LUIS VERNET"|"-59.014910000000000"|"-27.45946"|"Línea 3 A Barrio Vial - Shopping Sarmiento IDA"|"12"|"211.0"|"Línea 3 A "|""
"C00288"|"DON ORIONE Y AV. RISSIONE"|"-58.930030000000002"|"-27.4759"|"Línea 203 Puerto Vilelas - Barranqueras  VUELTA"|"37"|"326.0"|"Línea 203 "|""
"C02560"|"AV.SOBERANIA NACONAL Y ALGARROBO"|"-58.968220000000002"|"-27.506"|"Línea 106 B Barrio San Antonio (Barranqueras) - Barrio Juan Domingo Perón VUELTA"|"3"|"324.0"|"Línea 106 B "|""
"C02345"|"VISTORIO PEREYRA Y NINÑOS BORONAT"|"-59.025359999999999"|"-27.44852"|"Línea  207 Barranqueras - Fontana IDA"|"40"|"515.0"|"Línea  207 "|""
"C02561"|"NICOLAS ROJAS ACOSTA Y AV. SOBERANIA NACIONAL"|"-58.965089999999996"|"-27.50858"|"Línea 106 B Barrio San Antonio (Barranqueras) - Barrio Juan Domingo Perón VUELTA"|"4"|"421.0"|"Línea 106 B "|""
"C00289"|"AV. RISSIONE Y CHILE"|"-58.931600000000003"|"-27.47426"|"Línea 203 Puerto Vilelas - Barranqueras  VUELTA"|"38"|"239.0"|"Línea 203 "|""
"C02562"|"NICOLAS ROJAS ACOSTA Y FORTIN TAPENAGA"|"-58.963999999999999"|"-27.50786"|"Línea 106 B Barrio San Antonio (Barranqueras) - Barrio Juan Domingo Perón VUELTA"|"5"|"144.0"|"Línea 106 B "|""
"C02049"|"CAPITAN GIACHINO Y 2 DE ABRIL"|"-59.016150000000003"|"-27.46063"|"Línea 3 A Barrio Vial - Shopping Sarmiento IDA"|"13"|"179.0"|"Línea 3 A "|""
"C02563"|"NICOLAS ROJAS ACOSTA Y FORTIN LOS POZOS"|"-58.963120000000004"|"-27.50708"|"Línea 106 B Barrio San Antonio (Barranqueras) - Barrio Juan Domingo Perón VUELTA"|"6"|"123.0"|"Línea 106 B "|""
"C02564"|"NICOLAS ROJAS ACOSTA Y FORTIN AGUILAR"|"-58.962260000000001"|"-27.50631"|"Línea 106 B Barrio San Antonio (Barranqueras) - Barrio Juan Domingo Perón VUELTA"|"7"|"121.0"|"Línea 106 B "|""
"C02565"|"Nicolas Rojas Acosta y Fortin Alvarado"|"-58.959090000000003"|"-27.50351"|"Línea 106 B Barrio San Antonio (Barranqueras) - Barrio Juan Domingo Perón VUELTA"|"8"|"441.0"|"Línea 106 B "|""
"C02566"|"Nicolas Rojas Acosta y Edison"|"-58.957670000000000"|"-27.50223"|"Línea 106 B Barrio San Antonio (Barranqueras) - Barrio Juan Domingo Perón VUELTA"|"9"|"200.0"|"Línea 106 B "|""
"C01056"|"AV LAPRIDA Y 2 DE FEBRERO"|"-58.934510000000003"|"-27.48458"|"Línea 101 Barrio Santa Inés - Barranqueras VUELTA"|"45"|"272.0"|"Línea 101 "|""
"C01057"|"AV LAPRIDA Y F M ESQUIU"|"-58.932789999999997"|"-27.48609"|"Línea 101 Barrio Santa Inés - Barranqueras VUELTA"|"46"|"239.0"|"Línea 101 "|""
"C01058"|"AV LAPRIDA Y FRAY  MOCHO"|"-58.931910000000002"|"-27.48686"|"Línea 101 Barrio Santa Inés - Barranqueras VUELTA"|"47"|"122.0"|"Línea 101 "|""
"C02567"|"AV. TOLEDO Y CEIBO"|"-58.955599999999997"|"-27.49885"|"Línea 106 C Barrio 200 Viviendas (Barranqueras) - Barrio Juan Domingo Perón VUELTA"|"1"|"0.0"|"Línea 106 C "|""
"C02568"|"Av. Toledo y Algarrobo"|"-58.957259999999998"|"-27.49731"|"Línea 106 B Barrio San Antonio (Barranqueras) - Barrio Juan Domingo Perón VUELTA"|"11"|"237.0"|"Línea 106 B "|""
"C01062"|"LEON ZORRILLA Y BELGRANO"|"-58.925550000000001"|"-27.48426"|"Línea 101 Barrio Santa Inés - Barranqueras VUELTA"|"51"|"256.0"|"Línea 101 "|""
"C02570"|"Av. Toledo y Yatay"|"-58.960169999999998"|"-27.4948"|"Línea 106 B Barrio San Antonio (Barranqueras) - Barrio Juan Domingo Perón VUELTA"|"13"|"136.0"|"Línea 106 B "|""
"C01063"|"BELGRANO Y ALICE LE SAIGE"|"-58.926310000000001"|"-27.48492"|"Línea 101 Barrio Santa Inés - Barranqueras VUELTA"|"52"|"105.0"|"Línea 101 "|""
"C02571"|"Av. España y Av. Toledo"|"-58.961869999999998"|"-27.49326"|""|""|""|"#¡VALOR!"|""
"C01064"|"BELGRANO Y LESTANI"|"-58.928019999999997"|"-27.48653"|"Línea 101 Barrio Santa Inés - Barranqueras VUELTA"|"53"|"246.0"|"Línea 101 "|""
"C00290"|"AV. PASTEUR Y GUIDO HISPANO"|"-58.930169999999997"|"-27.47424"|"Línea 203 Puerto Vilelas - Barranqueras  VUELTA"|"39"|"239.0"|"Línea 203 "|""
"C00291"|"AV. PASTEUR Y AV. GRAL. SAN MARTIN"|"-58.928449999999998"|"-27.47572"|"Línea 203 Puerto Vilelas - Barranqueras  VUELTA"|"40"|"237.0"|"Línea 203 "|""
"C02050"|"CAPITAN GIACHINO Y AV. MALVINAS ARGENTINA"|"-59.017440000000001"|"-27.46174"|"Línea 3 C Barrio Monte Alto - Barrio Vial VUELTA"|"31"|"496.0"|"Línea 3 C "|""
"C02051"|"AV. MALVINAS ARGENTINAS Y SEÑORA DE VERNET"|"-59.019100000000002"|"-27.46026"|"Línea 3 C Barrio Monte Alto - Barrio Vial VUELTA"|"32"|"232.0"|"Línea 3 C "|""
"C02052"|"2 DE ABRIL Y ALMONACID"|"-59.019359999999999"|"-27.45786"|"Línea 3 A Shopping Sarmiento - Barrio Vial VUELTA"|"45"|"213.0"|"Línea 3 A "|""
"C02053"|"2 DE ABRIL Y MAC LEAN"|"-59.020760000000003"|"-27.4565"|"Línea 3 A Shopping Sarmiento - Barrio Vial VUELTA"|"46"|"206.0"|"Línea 3 A "|""
"C01832"|"Av. San Martín (Fca Ex Plomo)"|"-58.934109999999997"|"-27.52699"|"Línea 106 A Barrio Juan Domingo Perón - Puerto Vilelas IDA"|"62"|"613.0"|"Línea 106 A "|""
"C01833"|"Av. San Martín (Fca ex Plomo)"|"-58.933250000000001"|"-27.52726"|"Línea 106 A Puerto Vilelas - Barrio Juan Domingo Perón VUELTA"|"4"|"343.0"|"Línea 106 A "|""
"C01834"|"Jujuy y Echeverría"|"-58.996859999999998"|"-27.45118"|"Línea 106 B Barrio San Antonio (Barranqueras) - Barrio Juan Domingo Perón VUELTA"|"49"|"133.0"|"Línea 106 B "|""
"C01835"|"Jujuy y Av. Hernandarias"|"-58.998570000000001"|"-27.44967"|"Línea 106 B Barrio San Antonio (Barranqueras) - Barrio Juan Domingo Perón VUELTA"|"50"|"238.0"|"Línea 106 B "|""
"C01836"|"Av. Hernandarias e Inmaculada Concepción"|"-59.009689999999999"|"-27.45899"|"Línea 3 A Shopping Sarmiento - Barrio Vial VUELTA"|"37"|"248.0"|"Línea 3 A "|""
"C01837"|"Av. Hernandarias y García Tomás P"|"-59.011679999999998"|"-27.46075"|"Línea 3 A Shopping Sarmiento - Barrio Vial VUELTA"|"38"|"277.0"|"Línea 3 A "|""
"C01838"|"Av. Hernandarias y Aduani M."|"-59.013930000000002"|"-27.46278"|"Línea 3 A Shopping Sarmiento - Barrio Vial VUELTA"|"39"|"317.0"|"Línea 3 A "|""
"C01839"|"Av.  Malvinas 750"|"-59.014060000000001"|"-27.46513"|"Línea  207 Fontana - Barranqueras VUELTA"|"30"|"182.0"|"Línea  207 "|""
"C01840"|"Av. Malvinas Argentinas y Av. Belgrano"|"-59.012549999999997"|"-27.46652"|"Línea  207 Fontana - Barranqueras VUELTA"|"31"|"215.0"|"Línea  207 "|""
"C01841"|"Av. Malvinas Argentinas y Donovan"|"-59.011620000000001"|"-27.46732"|"Línea  207 Fontana - Barranqueras VUELTA"|"32"|"128.0"|"Línea  207 "|""
"C01842"|"Av. Malvinas Argentinas y Vedia"|"-59.009909999999998"|"-27.46888"|"Línea  207 Fontana - Barranqueras VUELTA"|"33"|"242.0"|"Línea  207 "|""
"C01843"|"Vedia y Jorge Luis Borges"|"-59.007919999999999"|"-27.46734"|"Línea 106 B Barrio San Antonio (Barranqueras) - Barrio Juan Domingo Perón VUELTA"|"64"|"216.0"|"Línea 106 B "|""
"C01844"|"Jorge Luis Borges y Av. Alberdi"|"-59.006329999999998"|"-27.46872"|"Línea 106 B Barrio San Antonio (Barranqueras) - Barrio Juan Domingo Perón VUELTA"|"65"|"220.0"|"Línea 106 B "|""
"C02572"|"Av. España y Marmol"|"-58.959629999999997"|"-27.49272"|"Línea 106 B Barrio San Antonio (Barranqueras) - Barrio Juan Domingo Perón VUELTA"|"15"|"219.0"|"Línea 106 B "|""
"C02573"|"Av. España y Carlos Boggio"|"-58.958720000000000"|"-27.49188"|"Línea 106 B Barrio San Antonio (Barranqueras) - Barrio Juan Domingo Perón VUELTA"|"16"|"129.0"|"Línea 106 B "|""
"C02574"|"Av. España y M. Briolini"|"-58.958680000000001"|"-27.49034"|""|""|""|"#¡VALOR!"|""
"C02575"|"Av. Castelli y Av. España"|"-58.956910000000001"|"-27.49029"|"Línea 106 B Barrio San Antonio (Barranqueras) - Barrio Juan Domingo Perón VUELTA"|"17"|"252.0"|"Línea 106 B "|""
"C02576"|"Av. España y Franklin"|"-58.955970000000001"|"-27.48795"|"Línea  207 Fontana - Barranqueras VUELTA"|"43"|"0.0"|"Línea  207 "|""
"C02577"|"Av. España y Ameghino"|"-58.954050000000002"|"-27.48624"|"Línea  207 Fontana - Barranqueras VUELTA"|"58"|"0.0"|"Línea  207 "|""
"C02578"|"Av. españa y Arturo Illia"|"-58.952379999999998"|"-27.48475"|"Línea  207 Fontana - Barranqueras VUELTA"|"59"|"234.0"|"Línea  207 "|""
"C02579"|"Av. España y Av. 9 de Julio"|"-58.950690000000002"|"-27.48322"|"Línea  207 Fontana - Barranqueras VUELTA"|"60"|"238.0"|"Línea  207 "|""
"C00627"|"HAITÍ Y LISANDRO DE LA TORRE"|"-59.003630000000001"|"-27.48407"|"Línea 9 B Villa Don Andrés -  Hipermercado Libertad IDA"|"1"|"0.0"|"Línea 9 B "|""
"C02580"|"Av. Marconi y Cangallo"|"-59.007109999999997"|"-27.45858"|"Línea 106 B Barrio San Antonio (Barranqueras) - Barrio Juan Domingo Perón VUELTA"|"56"|"162.0"|"Línea 106 B "|""
"C02581"|"Av. Belgrano y Tacuarí"|"-59.005670000000002"|"-27.46034"|"Línea 106 B Barrio San Antonio (Barranqueras) - Barrio Juan Domingo Perón VUELTA"|"57"|"296.0"|"Línea 106 B "|""
"C00628"|"HAITÍ Y ERNESTO DUVIVIER"|"-59.001109999999997"|"-27.48631"|"Línea 9 B Villa Don Andrés -  Hipermercado Libertad IDA"|"2"|"0.0"|"Línea 9 B "|""
"C02582"|"Av. Belgrano y Miguel Cané"|"-59.006830000000001"|"-27.46139"|"Línea 106 B Barrio San Antonio (Barranqueras) - Barrio Juan Domingo Perón VUELTA"|"58"|"163.0"|"Línea 106 B "|""
"C00629"|"HAITÍ Y AV. CHACO"|"-58.999240000000000"|"-27.48798"|"Línea 9 B Villa Don Andrés -  Hipermercado Libertad IDA"|"3"|"262.0"|"Línea 9 B "|""
"C00630"|"AV. CHACO Y GUATEMALA"|"-58.997190000000003"|"-27.48641"|"Línea 9 B Villa Don Andrés -  Hipermercado Libertad IDA"|"4"|"274.0"|"Línea 9 B "|""
"C02583"|"Av. Belgrano y Enrique Larreta"|"-59.008380000000002"|"-27.46279"|"Línea 3 C Barrio Monte Alto - Barrio Vial VUELTA"|"27"|"324.0"|"Línea 3 C "|""
"C00631"|"AV. CHACO Y HONDURAS"|"-58.996209999999998"|"-27.48556"|"Línea 9 B Villa Don Andrés -  Hipermercado Libertad IDA"|"5"|"136.0"|"Línea 9 B "|""
"C02584"|"Av. Belgrano y Lavarden"|"-59.009760000000000"|"-27.464"|"Línea 3 C Barrio Monte Alto - Barrio Vial VUELTA"|"28"|"191.0"|"Línea 3 C "|""
"C00632"|"HONDURAS Y E. DUVIVIER"|"-58.998120000000000"|"-27.48373"|"Línea 9 B Villa Don Andrés -  Hipermercado Libertad IDA"|"6"|"282.0"|"Línea 9 B "|""
"C00633"|"HONDURAS Y JULIO E. ACOSTA"|"-58.999850000000002"|"-27.4822"|"Línea 9 B Villa Don Andrés -  Hipermercado Libertad IDA"|"7"|"242.0"|"Línea 9 B "|""
"C02585"|"Av. Belgrano y Horacio Quiroga"|"-59.011890000000001"|"-27.4659"|"Línea 106 B Barrio San Antonio (Barranqueras) - Barrio Juan Domingo Perón VUELTA"|"61"|"299.0"|"Línea 106 B "|""
"C00634"|"HONDURAS Y LISANDRO DE LA TORRE"|"-59.000689999999999"|"-27.48142"|"Línea 9 B Villa Don Andrés -  Hipermercado Libertad IDA"|"8"|"120.0"|"Línea 9 B "|""
"C00635"|"HONDURAS Y LOS HACHEROS"|"-59.001629999999999"|"-27.48059"|"Línea 9 B Villa Don Andrés -  Hipermercado Libertad IDA"|"9"|"131.0"|"Línea 9 B "|""
"C00636"|"HONDURAS Y AV. LAS HERAS"|"-59.003349999999998"|"-27.47908"|"Línea 9 B Villa Don Andrés -  Hipermercado Libertad IDA"|"10"|"239.0"|"Línea 9 B "|""
"C00637"|"HONDURAS Y ARBO Y BLANCO"|"-59.005229999999997"|"-27.47738"|"Línea 9 B Villa Don Andrés -  Hipermercado Libertad IDA"|"11"|"265.0"|"Línea 9 B "|""
"C00638"|"HONDURAS Y AV. SAN MARTIN"|"-59.006160000000001"|"-27.4766"|"Línea 9 B Villa Don Andrés -  Hipermercado Libertad IDA"|"12"|"126.0"|"Línea 9 B "|""
"C00639"|"AV. SAN MARTIN Y GUATEMALA"|"-59.007170000000002"|"-27.47747"|"Línea 9 B Villa Don Andrés -  Hipermercado Libertad IDA"|"13"|"151.0"|"Línea 9 B "|""
