"codigo"|"calles"|"long"|"lat"|"empresa"|"orden"|"distan_paradas"|"lineas"|"Unnamed: 8"
"C00139"|"AV. 25 DE MAYO Y LA CANGAYE"|"-58.997059999999998"|"-27.44152"|"Línea 2 C Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"24"|"388.0"|"Línea 2 C "|""
"C00140"|"AV. 25 DE MAYO Y CNEL. FALCON"|"-59.000619999999998"|"-27.4384"|"Línea 2 C Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"25"|"495.0"|"Línea 2 C "|""
"C00141"|"AV. 25 DE MAYO Y SICAS"|"-59.002420000000001"|"-27.43676"|"Línea 2 C Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"26"|"254.0"|"Línea 2 C "|""
"C00142"|"AV. 25 DE MAYO Y ANDREANI"|"-59.003329999999998"|"-27.43599"|"Línea 2 C Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"27"|"125.0"|"Línea 2 C "|""
"C00143"|"AV. 25 DE MAYO Y BRINOLE NORTE"|"-59.005170000000000"|"-27.43475"|"Línea 2 C Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"28"|"225.0"|"Línea 2 C "|""
"C00144"|"AV. 25 DE MAYO 2500 (E ISRAEL)"|"-59.008780000000002"|"-27.43283"|"Línea 2 C Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"29"|"426.0"|"Línea 2 C "|""
"C00145"|"COLECTORA REP. DE ISRAEL (Seminario La Encarnacion)"|"-59.011290000000002"|"-27.43147"|"Línea 2 C Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"30"|"759.0"|"Línea 2 C "|""
"C00146"|"COLECTORA REP. DE ISRAEL Y GARCIA MEROU"|"-59.016129999999997"|"-27.43901"|"Línea 2 C Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"31"|"1031.0"|"Línea 2 C "|""
"C00147"|"COLECTORA REP. DE ISRAEL Y COMANDANTE FONTANA"|"-59.017910000000001"|"-27.44057"|"Línea 2 C Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"32"|"247.0"|"Línea 2 C "|""
"C00148"|"COLECTORA REP. DE ISRAEL sobre ingreso al barrio Jorge Newbery"|"-59.019370000000002"|"-27.44186"|"Línea 2 C Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"33"|"203.0"|"Línea 2 C "|""
"C00149"|"COLECTORA REP. DE ISRAEL y acceso al aeropuerto"|"-59.022280000000002"|"-27.44451"|"Línea 2 C Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"34"|"413.0"|"Línea 2 C "|""
"C00150"|"COLECTORA REP. DE ISRAEL Y RIO GUAYCURU"|"-59.025939999999999"|"-27.44777"|"Línea 2 C Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"35"|"512.0"|"Línea 2 C "|""
"C00151"|"RIO GUAYCURU Y SAN CARLOS DE BARILOCHE"|"-59.028129999999997"|"-27.44582"|"Línea 2 C Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"36"|"336.0"|"Línea 2 C "|""
"C00152"|"RIO GUAYCURU Y LAGUNA DEL DESIERTO"|"-59.031489999999998"|"-27.44296"|"Línea 2 C Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"37"|"460.0"|"Línea 2 C "|""
"C00153"|"MAR DEL PLATA Y RIO TEUCO"|"-59.033400000000000"|"-27.44369"|"Línea 2 C Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"38"|"260.0"|"Línea 2 C "|""
"C00154"|"MAR DEL PLATA Y AV. ISLAS MALVINAS"|"-59.035559999999997"|"-27.44559"|"Línea 2 C Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"39"|"301.0"|"Línea 2 C "|""
"C00155"|"AV. ISLAS MALVINAS Y CATARATAS DEL IGUAZU"|"-59.035010000000000"|"-27.44639"|"Línea 2 C Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"40"|"102.0"|"Línea 2 C "|""
"C00156"|"CATARATAS DEL IGUAZU Y LEO PARCIANELLO"|"-59.036870000000000"|"-27.44814"|"Línea 2 C Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"42"|"145.0"|"Línea 2 C "|""
"C00157"|"CATARATAS DEL IGUAZU Y M. LESTANI"|"-59.038159999999998"|"-27.44955"|"Línea 2 C Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"43"|"206.0"|"Línea 2 C "|""
"C00158"|"M. LESTANI Y SIERRAS DE CORDOBA"|"-59.036600000000000"|"-27.45118"|"Línea 2 C Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"44"|"242.0"|"Línea 2 C "|""
"C00159"|"M. LESTANI E ISLA DEL CERRITO"|"-59.034860000000002"|"-27.45272"|"Línea 2 C Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"45"|"243.0"|"Línea 2 C "|""
"C00164"|"SIERRAS DE CORDOBA Y OSO HORMIGUERO"|"-59.043230000000001"|"-27.45728"|"Línea 2 C Barrio Carpincho Macho - Villa Prosperidad IDA"|"6"|"260.0"|"Línea 2 C "|""
"C00165"|"OSO HORMIGUERO Y PJE. VILLA CARLOS PAZ"|"-59.044660000000000"|"-27.4558"|"Línea 2 C Barrio Carpincho Macho - Villa Prosperidad IDA"|"7"|"219.0"|"Línea 2 C "|""
"C00166"|"PJE. VILLA CARLOS PAZ Y USHUAIA"|"-59.041780000000003"|"-27.45324"|"Línea 2 C Barrio Carpincho Macho - Villa Prosperidad IDA"|"8"|"419.0"|"Línea 2 C "|""
"C00167"|"VILLA CARLOS PAZ Y KISTERMACHER"|"-59.038829999999997"|"-27.45159"|"Línea 2 C Barrio Carpincho Macho - Villa Prosperidad IDA"|"9"|"423.0"|"Línea 2 C "|""
"C00168"|"KISTERMACHER Y SIERRAS DE CORDOBA"|"-59.037930000000003"|"-27.45225"|"Línea 2 C Barrio Carpincho Macho - Villa Prosperidad IDA"|"10"|"138.0"|"Línea 2 C "|""
"C00169"|"KISTERMACHER E ISLA DEL CERRITO"|"-59.036149999999999"|"-27.45385"|"Línea 2 C Barrio Carpincho Macho - Villa Prosperidad IDA"|"11"|"250.0"|"Línea 2 C "|""
"C00170"|"ISLA DEL CERRITO Y M. LESTANI"|"-59.034779999999998"|"-27.45285"|"Línea 2 C Barrio Carpincho Macho - Villa Prosperidad IDA"|"12"|"182.0"|"Línea 2 C "|""
"C00171"|"AV. ISLAS MALVINAS Y MAR DEL PLATA"|"-59.035429999999998"|"-27.44577"|"Línea 2 C Barrio Carpincho Macho - Villa Prosperidad IDA"|"19"|"100.0"|"Línea 2 C "|""
"C00172"|"MAR DE PLATA Y RIO TEUCO"|"-59.033450000000002"|"-27.44394"|"Línea 2 C Barrio Carpincho Macho - Villa Prosperidad IDA"|"20"|"300.0"|"Línea 2 C "|""
"C00173"|"RIO GUAYCURU Y LAGUNA DEL DESIERTO"|"-59.031730000000003"|"-27.44292"|"Línea 2 C Barrio Carpincho Macho - Villa Prosperidad IDA"|"21"|"264.0"|"Línea 2 C "|""
"C00174"|"RIO GUAYCURU Y CATARATAS DEL IGUAZU"|"-59.030929999999998"|"-27.44362"|"Línea 2 C Barrio Carpincho Macho - Villa Prosperidad IDA"|"22"|"111.0"|"Línea 2 C "|""
"C00175"|"RIO GUAYCURU Y SAN CARLOS DE BARILOCHE"|"-59.028469999999999"|"-27.44579"|"Línea 2 C Barrio Carpincho Macho - Villa Prosperidad IDA"|"23"|"343.0"|"Línea 2 C "|""
"C00176"|"RIO GUAYCURU Y COLECTORA REP. DE ISRAEL"|"-59.026150000000001"|"-27.44793"|"Línea 2 C Barrio Carpincho Macho - Villa Prosperidad IDA"|"24"|"330.0"|"Línea 2 C "|""
"C00500"|"CAPATAZ CODUTTI Y TOLEDO"|"-58.974930000000001"|"-27.48214"|"Línea 9 A  Barrio 17 de Octubre - Hipermercado Libertad VUELTA"|"4"|"0.0"|"Línea 9 A "|""
"C00501"|"CODUTTI e INDEPENDENCIA"|"-58.976210000000002"|"-27.48324"|"Línea 9 A  Barrio 17 de Octubre - Hipermercado Libertad VUELTA"|"5"|"0.0"|"Línea 9 A "|""
"C01000"|"AV LAPRIDA Y AV GABOTO"|"-58.928269999999998"|"-27.48834"|"Línea 101 Barranqueras - Barrio Santa Inés IDA"|"1"|"0.0"|"Línea 101 "|""
"C01001"|"AV LAPRIDA Y GÜIRALDES"|"-58.930650000000000"|"-27.48762"|""|""|""|"#¡VALOR!"|""
"C00502"|"CODUTTI Y AV. EDISON"|"-58.977510000000002"|"-27.48446"|"Línea 9 A  Barrio 17 de Octubre - Hipermercado Libertad VUELTA"|"6"|"187.0"|"Línea 9 A "|""
"C01002"|"GÜIRALDES Y JUAN RAMÓN LESTANI"|"-58.928939999999997"|"-27.48596"|""|""|""|"#¡VALOR!"|""
"C01003"|"AV. GABOTO Y LOS COLONIZADORES"|"-58.926639999999999"|"-27.48713"|"Línea 101 Barranqueras - Barrio Santa Inés IDA"|"2"|"0.0"|"Línea 101 "|""
"C00508"|"CODUTTI Y FORTIN TAPENAGA"|"-58.983319999999999"|"-27.49063"|"Línea 5 B Barrio UOM - Villa Chica IDA"|"11"|"89.0"|"Línea 5 B "|""
"C00509"|"CODUTTI Y AV. SOBERANIA NACIONAL"|"-58.984189999999998"|"-27.49141"|"Línea 5 C Barrio UOM - Villa Luisa IDA"|"11"|"212.0"|"Línea 5 C "|""
"C01004"|"GRAL. BELGRANO Y LEÓN ZORRILLA"|"-58.925429999999999"|"-27.48438"|"Línea 101 Barranqueras - Barrio Santa Inés IDA"|"3"|"413.0"|"Línea 101 "|""
"C01005"|"FRAY MOCHO Y LEÓN ZORILLA"|"-58.927079999999997"|"-27.48271"|"Línea 101 Barranqueras - Barrio Santa Inés IDA"|"4"|"248.0"|"Línea 101 "|""
"C01006"|"FRAY MOCHO Y LOS COLONIZADORES"|"-58.928879999999999"|"-27.48416"|"Línea 203 Barranqueras - Puerto Vilelas IDA"|"19"|"239.0"|"Línea 203 "|""
"C00510"|"AV SOBERANIA NACIONAL Y AV URQUIZA"|"-58.986240000000002"|"-27.48954"|"Línea 9 A  Barrio 17 de Octubre - Hipermercado Libertad VUELTA"|"12"|"0.0"|"Línea 9 A "|""
"C01007"|"FRAY MOCHO Y SARGENTO CABRAL"|"-58.930799999999998"|"-27.48584"|"Línea 203 Barranqueras - Puerto Vilelas IDA"|"20"|"267.0"|"Línea 203 "|""
"C00511"|"AV. SOBERANIA NACIONAL Y MIGUEL DELFINO"|"-58.988169999999997"|"-27.48777"|"Línea 9 A  Barrio 17 de Octubre - Hipermercado Libertad VUELTA"|"13"|"258.0"|"Línea 9 A "|""
"C01008"|"FRAY MOCHO Y AV LAPRIDA"|"-58.931750000000001"|"-27.48666"|"Línea 203 Barranqueras - Puerto Vilelas IDA"|"21"|"130.0"|"Línea 203 "|""
"C01009"|"AV LAPRIDA Y MIGUEL CANE"|"-58.933320000000002"|"-27.48526"|"Línea 203 Barranqueras - Puerto Vilelas IDA"|"22"|"252.0"|"Línea 203 "|""
"C00177"|"ISLA DEL CERRITO Y KISTERMACHER"|"-59.035980000000002"|"-27.45379"|"Línea 2 C Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"46"|"179.0"|"Línea 2 C "|""
"C00178"|"KISTERMACHER Y SIERRAS DE CORDOBA"|"-59.037579999999998"|"-27.45236"|"Línea 2 C Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"47"|"241.0"|"Línea 2 C "|""
"C01010"|"AV LAPRIDA Y J.V. GONZALEZ"|"-58.935119999999998"|"-27.48368"|"Línea 101 Barranqueras - Barrio Santa Inés IDA"|"9"|"250.0"|"Línea 101 "|""
"C01011"|"DIAGONAL EVA PERÓN Y CÓRDOBA"|"-58.938569999999999"|"-27.48278"|"Línea  207 Barranqueras - Fontana IDA"|"11"|"271.0"|"Línea  207 "|""
"C00179"|"KISTERMACHER Y VILLA CARLOS PAZ"|"-59.038530000000002"|"-27.45158"|"Línea 2 C Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"48"|"128.0"|"Línea 2 C "|""
"C00512"|"AV. SOBERANIA NACIOAL Y GOITIA"|"-58.989730000000002"|"-27.48646"|"Línea 9 A  Barrio 17 de Octubre - Hipermercado Libertad VUELTA"|"14"|"231.0"|"Línea 9 A "|""
"C00180"|"PJE. VILLA CARLOS PAZ Y USHUAIA"|"-59.041550000000001"|"-27.45311"|"Línea 2 C Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"49"|"431.0"|"Línea 2 C "|""
"C00181"|"PJE. VILLA CARLOS PAZ Y OSO HORMIGUERO"|"-59.044739999999997"|"-27.45566"|"Línea 2 C Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"50"|"432.0"|"Línea 2 C "|""
"C00513"|"SOLDADO AGUILERA Y PAGO DE ARECO"|"-58.988950000000003"|"-27.48532"|"Línea 9 A  Barrio 17 de Octubre - Hipermercado Libertad VUELTA"|"15"|"153.0"|"Línea 9 A "|""
"C00182"|"OSO HORMIGUERO Y SIERRAS DE CORDOBA"|"-59.043360000000000"|"-27.45712"|"Línea 2 C Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"51"|"217.0"|"Línea 2 C "|""
"C00183"|"SIERRAS DE CORDOBA Y TATU CARRETA"|"-59.044210000000000"|"-27.45792"|"Línea 2 C Villa Prosperidad - Barrio Carpincho Macho VUELTA"|"52"|"163.0"|"Línea 2 C "|""
"C01012"|"DIAGONAL EVA PERON Y CHILE"|"-58.941220000000001"|"-27.4828"|"Línea 204 Barranqueras - Fontana IDA"|"12"|"262.0"|"Línea 204 "|""
"C01013"|"DIAGONAL EVA PERON Y AYACUCHO"|"-58.943719999999999"|"-27.48283"|"Línea 206 Barranqueras – Resistencia VUELTA"|"14"|"350.0"|"Línea 206 "|""
"C00514"|"SOLDADO AGUILERA Y DON SEGUNDO SOMBRA"|"-58.989500000000000"|"-27.48122"|"Línea 9 A  Barrio 17 de Octubre - Hipermercado Libertad VUELTA"|"16"|"460.0"|"Línea 9 A "|""
"C01014"|"DIAGONAL PERON Y BRASIL"|"-58.946320000000000"|"-27.48282"|"Línea 206 Barranqueras – Resistencia VUELTA"|"15"|"256.0"|"Línea 206 "|""
"C01015"|"DIAGONAL EVA PERON E IRIGOYEN"|"-58.948779999999999"|"-27.48285"|"Línea 206 Barranqueras – Resistencia VUELTA"|"16"|"243.0"|"Línea 206 "|""
"C01016"|"AV 9 DE JULIO Y ALISO"|"-58.952320000000000"|"-27.48124"|"Línea 206 Barranqueras – Resistencia VUELTA"|"18"|"281.0"|"Línea 206 "|""
"C01017"|"AV 9 DE JULIO Y FIRPO"|"-58.954009999999997"|"-27.47972"|"Línea 206 Barranqueras – Resistencia VUELTA"|"19"|"238.0"|"Línea 206 "|""
"C01018"|"AV 9 DE JULIO Y A. DAMBRA"|"-58.955820000000003"|"-27.47815"|"Línea 206 Barranqueras – Resistencia VUELTA"|"20"|"250.0"|"Línea 206 "|""
"C00516"|"AV CHACO Y FORTIN LOS POZOZ"|"-58.991930000000004"|"-27.48144"|"Línea 9 A  Barrio 17 de Octubre - Hipermercado Libertad VUELTA"|"18"|"277.0"|"Línea 9 A "|""
"C01019"|"AV 9 DE JULIO Y FOSTER"|"-58.958509999999997"|"-27.47577"|"Línea 206 Barranqueras – Resistencia VUELTA"|"22"|"126.0"|"Línea 206 "|""
"C01020"|"AV 9 DE JULIO Y COCOMAROLA NORTE"|"-58.961730000000003"|"-27.47293"|"Línea 206 Barranqueras – Resistencia VUELTA"|"23"|"449.0"|"Línea 206 "|""
"C01021"|"AV 9 DE JULIO Y CARLOS CORSI"|"-58.963079999999998"|"-27.47171"|"Línea 204 Barranqueras - Fontana IDA"|"21"|"190.0"|"Línea 204 "|""
"C00517"|"AV CHACO Y AV SOBERANIA NACIONAL"|"-58.993639999999999"|"-27.48291"|"Línea 9 A  Barrio 17 de Octubre - Hipermercado Libertad VUELTA"|"19"|"255.0"|"Línea 9 A "|""
"C01022"|"AV 9 DE JULIO Y VIUDA DE ROSS"|"-58.964790000000001"|"-27.4702"|"Línea 206 Barranqueras – Resistencia VUELTA"|"24"|"428.0"|"Línea 206 "|""
"C01023"|"AV 9 DE JULIO Y  PROF. PORTELA"|"-58.966479999999997"|"-27.46865"|"Línea 204 Barranqueras - Fontana IDA"|"23"|"240.0"|"Línea 204 "|""
"C01024"|"AV 9 DE JULIO Y JOSE NOVERI"|"-58.968229999999998"|"-27.46715"|"Línea 206 Barranqueras – Resistencia VUELTA"|"25"|"481.0"|"Línea 206 "|""
"C01025"|"AV 9 DE JULIO  E INSP.  PATIÑO"|"-58.969970000000004"|"-27.4656"|"Línea 204 Barranqueras - Fontana IDA"|"25"|"243.0"|"Línea 204 "|""
"C00518"|"AV SOBERANIA NACIONAL Y AV LISANDRO DE LA TORRE"|"-58.997860000000003"|"-27.47913"|"Línea 9 A  Barrio 17 de Octubre - Hipermercado Libertad VUELTA"|"20"|"592.0"|"Línea 9 A "|""
"C00519"|"AV. SOBERANIA NACIONAL Y AV LAS HERAS"|"-59.000529999999998"|"-27.47675"|"Línea 9 A  Barrio 17 de Octubre - Hipermercado Libertad VUELTA"|"21"|"374.0"|"Línea 9 A "|""
"C00520"|"AV. SOBERANIA NACIONAL Y AV SAN MARTIN"|"-59.003329999999998"|"-27.47426"|"Línea 9 A  Barrio 17 de Octubre - Hipermercado Libertad VUELTA"|"22"|"392.0"|"Línea 9 A "|""
"C00521"|"AV. SOBERANIA NACIONAL Y SAENZ PEÑA"|"-59.005159999999997"|"-27.47268"|"Línea 9 A  Barrio 17 de Octubre - Hipermercado Libertad VUELTA"|"23"|"252.0"|"Línea 9 A "|""
"C00522"|"AV. SOBERANIA NACIONAL Y AV. ALBERDI"|"-59.007710000000003"|"-27.47042"|"Línea 9 A  Barrio 17 de Octubre - Hipermercado Libertad VUELTA"|"24"|"356.0"|"Línea 9 A "|""
"C00523"|"AV ALBERDI Y FORTIN LOS POZOS"|"-59.006169999999997"|"-27.46897"|"Línea 9 B Villa Don Andrés -  Hipermercado Libertad IDA"|"20"|"362.0"|"Línea 9 B "|""
"C00524"|"AV. ALBERDI Y FORTIN RIVADAVIA"|"-59.004260000000002"|"-27.46732"|"Línea 9 B Villa Don Andrés -  Hipermercado Libertad IDA"|"21"|"263.0"|"Línea 9 B "|""
"C00525"|"AV ALBERDI Y FORTIN ALVARADO"|"-59.002450000000003"|"-27.46562"|"Línea 9 B Villa Don Andrés -  Hipermercado Libertad IDA"|"22"|"261.0"|"Línea 9 B "|""
"C00526"|"AV ALBERDI Y AV EDISON"|"-59.000799999999998"|"-27.46414"|"Línea 9 B Villa Don Andrés -  Hipermercado Libertad IDA"|"23"|"231.0"|"Línea 9 B "|""
"C00527"|"AVALBERDI Y SEITOR"|"-58.998989999999999"|"-27.46254"|"Línea 9 B Villa Don Andrés -  Hipermercado Libertad IDA"|"24"|"253.0"|"Línea 9 B "|""
"C00528"|"AV ALBERDI Y DODERO"|"-58.997140000000002"|"-27.46092"|"Línea 9 B Villa Don Andrés -  Hipermercado Libertad IDA"|"25"|"257.0"|"Línea 9 B "|""
"C00529"|"AV ALBERDI Y CARLOS BOGGIO"|"-58.995289999999997"|"-27.45921"|"Línea 9 B Villa Don Andrés -  Hipermercado Libertad IDA"|"26"|"263.0"|"Línea 9 B "|""
"C00530"|"AV ALBERDI Y AV CASTELLI"|"-58.993620000000000"|"-27.45772"|"Línea 9 B Villa Don Andrés -  Hipermercado Libertad IDA"|"27"|"234.0"|"Línea 9 B "|""
"C00531"|"AV ALBERDI Y CERVANTES"|"-58.992539999999998"|"-27.45671"|"Línea 106 C Barrio Juan Domingo Perón - Barrio 200 Viviendas (Barranqueras) IDA"|"13"|"155.0"|"Línea 106 C "|""
"C00532"|"AV ALBERDI Y RODRIGUEZ PEÑA"|"-58.990670000000001"|"-27.45505"|""|""|""|"#¡VALOR!"|""
"C00184"|"AV. GABOTO Y AV. MAIPU"|"-58.910069999999997"|"-27.46856"|"Línea 203 Puerto Vilelas - Barranqueras  VUELTA"|"45"|"0.0"|"Línea 203 "|""
"C00185"|"AV. MAIPU 5100"|"-58.912179999999999"|"-27.46582"|"Línea 206 Barranqueras – Resistencia VUELTA"|"2"|"0.0"|"Línea 206 "|""
"C00186"|"AV. GRAL SAN MARTIN Y AV. MAIPU"|"-58.915390000000002"|"-27.46398"|"Línea  207 Barranqueras - Fontana IDA"|"1"|"0.0"|"Línea  207 "|""
"C00187"|"AV. GRAL. SAN MARTIN 2755"|"-58.919550000000001"|"-27.46769"|""|""|""|"#¡VALOR!"|""
"C00188"|"AV. GRAL. SAN MARTIN Y RIO NEGRO"|"-58.922020000000003"|"-27.46998"|"Línea  207 Barranqueras - Fontana IDA"|"3"|"393.0"|"Línea  207 "|""
"C00189"|"AV. GRAL. SAN MARTIN 2245"|"-58.923589999999997"|"-27.47141"|"Línea 206 Barranqueras – Resistencia VUELTA"|"8"|"222.0"|"Línea 206 "|""
"C00190"|"AV. GRAL SAN MARTIN Y ACONQUIJA"|"-58.925919999999998"|"-27.47344"|"Línea 206 Barranqueras – Resistencia VUELTA"|"9"|"322.0"|"Línea 206 "|""
"C00191"|"AV. GRAL. SAN MARTIN Y AV. PASTEUR"|"-58.927880000000002"|"-27.47526"|"Línea 204 Barranqueras - Fontana IDA"|"7"|"603.0"|"Línea 204 "|""
"C00192"|"AV. GRAL. SAN MARTIN Y ASUNCION"|"-58.930869999999999"|"-27.47794"|"Línea  207 Barranqueras - Fontana IDA"|"7"|"243.0"|"Línea  207 "|""
"C00193"|"AV. GRAL. SAN MARTIN Y ALICE LE SAIGE"|"-58.932720000000003"|"-27.47956"|"Línea  207 Barranqueras - Fontana IDA"|"8"|"257.0"|"Línea  207 "|""
"C00194"|"AV. GRAL SAN MARTIN Y SGTO. CABRAL"|"-58.935049999999997"|"-27.48164"|"Línea 204 Barranqueras - Fontana IDA"|"10"|"326.0"|"Línea 204 "|""
"C00195"|"AV. 9 DE JULIO Y AV. INT. BORRINI"|"-58.971969999999999"|"-27.46388"|"Línea 206 Barranqueras – Resistencia VUELTA"|"26"|"518.0"|"Línea 206 "|""
"C00196"|"AV. 9 DE JULIO Y FRAY LUIS BELTRAN"|"-58.973860000000002"|"-27.46211"|"Línea 206 Barranqueras – Resistencia VUELTA"|"27"|"272.0"|"Línea 206 "|""
"C00197"|"AV. 9 DE JULIO (Hospital Perrando)"|"-58.976210000000002"|"-27.46003"|"Línea 204 Barranqueras - Fontana IDA"|"28"|"328.0"|"Línea 204 "|""
"C00198"|"AV. 25 DE MAYO 2652"|"-59.009619999999998"|"-27.43135"|"Línea 204 Barranqueras - Fontana IDA"|"48"|"194.0"|"Línea 204 "|""
"C00199"|"AV. 25 DE MAYO 2800"|"-59.009599999999999"|"-27.43083"|"Línea 107 B Resistencia Centro - Cementerio Fontana VUELTA"|"15"|"252.0"|"Línea 107 B "|""
"C00200"|"AV. 25 DE MAYO Y ANTELO"|"-59.014150000000001"|"-27.42639"|"Línea 204 Barranqueras - Fontana IDA"|"50"|"120.0"|"Línea 204 "|""
"C00201"|"AV. 25 DE MAYO Y RIOJA"|"-59.016959999999997"|"-27.42388"|"Línea 204 Barranqueras - Fontana IDA"|"51"|"394.0"|"Línea 204 "|""
"C00202"|"AV. 25 DE MAYO 3800 (Y VIAMONTE)"|"-59.021389999999997"|"-27.41993"|"Línea 204 Barranqueras - Fontana IDA"|"53"|"371.0"|"Línea 204 "|""
"C00203"|"AV. 25 DE MAYO Y SAN JUAN"|"-59.024450000000002"|"-27.41721"|"Línea 204 Barranqueras - Fontana IDA"|"54"|"428.0"|"Línea 204 "|""
"C00204"|"AV. 25 DE MAYO 4400"|"-59.026969999999999"|"-27.41496"|"Línea 204 Barranqueras - Fontana IDA"|"55"|"354.0"|"Línea 204 "|""
"C00205"|"AV. 25 DE MAYO 4600"|"-59.028619999999997"|"-27.4135"|"Línea 204 Barranqueras - Fontana IDA"|"56"|"230.0"|"Línea 204 "|""
"C00206"|"AV. 25 DE MAYO Y AV. CHACO"|"-59.030369999999998"|"-27.41197"|"Línea 204 Barranqueras - Fontana IDA"|"57"|"242.0"|"Línea 204 "|""
"C00207"|"AV. 25 DE MAYO 4900"|"-59.031840000000003"|"-27.4107"|"Línea  207 Barranqueras - Fontana IDA"|"55"|"237.0"|"Línea  207 "|""
"C00208"|"AV. 25 DE MAYO 5200"|"-59.033709999999999"|"-27.40892"|"Línea  207 Barranqueras - Fontana IDA"|"56"|"270.0"|"Línea  207 "|""
"C00209"|"AV. 25 DE MAYO 5400 (Y VENEZUELA)"|"-59.035860000000000"|"-27.40719"|"Línea  207 Barranqueras - Fontana IDA"|"57"|"287.0"|"Línea  207 "|""
"C00210"|"AV. 25 DE MAYO Y AV. ITALIA"|"-59.037570000000002"|"-27.40566"|"Línea  207 Barranqueras - Fontana IDA"|"58"|"240.0"|"Línea  207 "|""
"C01028"|"JUAN DOMINGO PERÓN Y SAN ROQUE"|"-58.996169999999999"|"-27.44553"|"Línea 101 Barranqueras - Barrio Santa Inés IDA"|"41"|"251.0"|"Línea 101 "|""
"C01029"|"JUAN DOMINGO PERÓN Y PADRE CERQUEIRA"|"-58.997990000000001"|"-27.44397"|"Línea 101 Barranqueras - Barrio Santa Inés IDA"|"42"|"250.0"|"Línea 101 "|""
"C01030"|"PADRE CERQUEIRA Y SANTIAGO DEL ESTERO"|"-58.999760000000002"|"-27.44522"|"Línea 101 Barranqueras - Barrio Santa Inés IDA"|"43"|"223.0"|"Línea 101 "|""
"C01500"|"Av. Urquiza y Av. Soberanía Nacional"|"-58.986150000000002"|"-27.48944"|"Línea 8 A Barrio Valussi Victor - Asentamiento 29 de Agosto VUELTA"|"1"|"0.0"|"Línea 8 A "|""
"C01501"|"Av. Urquiza y Fortín los Pozos"|"-58.984850000000002"|"-27.48822"|"Línea  207 Fontana - Barranqueras VUELTA"|"56"|"0.0"|"Línea  207 "|""
"C00211"|"AV. 25 DE MAYO 5930"|"-59.040340000000000"|"-27.40325"|"Línea 204 Barranqueras - Fontana IDA"|"62"|"384.0"|"Línea 204 "|""
"C01031"|"PADRE CERQUEIRA Y JUJUY"|"-59.001609999999999"|"-27.4469"|"Línea 101 Barranqueras - Barrio Santa Inés IDA"|"44"|"262.0"|"Línea 101 "|""
"C01032"|"PADRE CERQUEIRA Y AV ALVEAR"|"-59.003450000000001"|"-27.44862"|"Línea 101 Barranqueras - Barrio Santa Inés IDA"|"45"|"264.0"|"Línea 101 "|""
"C01033"|"PADRE CERQUEIRA Y LIBERTAD"|"-59.004600000000003"|"-27.44967"|"Línea 101 Barranqueras - Barrio Santa Inés IDA"|"46"|"163.0"|"Línea 101 "|""
"C01034"|"PADRE CERQUEIRA Y LOS ANDES"|"-59.005659999999999"|"-27.45058"|"Línea 101 Barranqueras - Barrio Santa Inés IDA"|"47"|"145.0"|"Línea 101 "|""
"C01035"|"PADRE CERQUEIRA Y LA PAMPA"|"-59.007289999999998"|"-27.45204"|"Línea 101 Barranqueras - Barrio Santa Inés IDA"|"48"|"229.0"|"Línea 101 "|""
"C01036"|"PADRE CERQUEIRA Y CARLOS GADEL"|"-59.008400000000002"|"-27.45306"|"Línea 101 Barranqueras - Barrio Santa Inés IDA"|"49"|"158.0"|"Línea 101 "|""
"C01502"|"Av Urquiza y Pje Fortín Rivadavia"|"-58.982979999999998"|"-27.48656"|"Línea  207 Fontana - Barranqueras VUELTA"|"55"|"0.0"|"Línea  207 "|""
"C01503"|"Av Urquiza y Fortín Loma Negra"|"-58.981580000000001"|"-27.48532"|"Línea 8 A Barrio Valussi Victor - Asentamiento 29 de Agosto VUELTA"|"3"|"261.0"|"Línea 8 A "|""
